Donor_ID,Chromosome,Loc_start,Loc_end,Total_CN,Major_CN,Minor_CN
DO46362,2,144301871,144302833,3,2,1
DO46362,2,144302834,160582122,3,2,1
DO46362,3,60596,44444786,3,2,1
DO46362,3,44444787,44484107,4,3,1
DO46362,3,68192579,87899999,3,2,1
DO46362,3,93900000,115036519,4,3,1
DO46362,3,115182969,115710439,5,3,2
DO46362,3,115710440,198022429,4,3,1
DO46362,4,27500,48199999,2,1,1
DO46362,4,48200000,52699999,2,1,1
DO46362,4,52700000,191154275,2,1,1
DO46362,5,50700000,64205025,1,1,0
DO46362,6,242501,31451554,4,3,1
DO46362,6,64826556,78986200,2,2,0
DO46362,6,78986201,90431271,2,2,0
DO46362,6,90431272,136716228,2,2,0
DO46362,6,136716229,136716346,2,2,0
DO46362,6,136716347,170921794,2,2,0
DO46362,7,81183149,81590525,3,2,1
DO46362,7,138558525,138990230,3,2,1
DO46362,7,138990231,139110749,3,2,1
DO46362,8,38592135,39230024,2,2,0
DO46362,8,39230025,43099999,2,2,0
DO46362,8,43100000,48099999,2,2,0
DO46362,8,137779400,137843278,5,4,1
DO46362,9,68463802,130418187,3,3,0
DO46362,10,61858221,64173586,5,3,2
DO46362,10,64173587,64177137,5,3,2
DO46362,10,79724863,135389924,3,2,1
DO46362,11,70441170,70578903,2,1,1
DO46362,13,64965349,64982100,4,2,2
DO46362,15,20700000,52828777,2,1,1
DO46362,15,52852383,87678734,2,1,1
DO46362,15,87678735,100338800,2,1,1
DO46362,16,84170,8964025,2,1,1
DO46362,16,8968128,34599999,2,1,1
DO46362,16,34600000,38599999,2,1,1
DO46362,16,38600000,88827200,2,1,1
DO46362,16,88827201,90354752,2,1,1
DO46362,17,78774601,81195209,2,2,0
DO46362,18,19000000,57070978,3,2,1
DO46362,18,57070979,57071113,3,2,1
DO46362,19,39992418,41295471,8,7,1
DO46362,19,41295472,44846145,2,1,1
DO46362,19,47329012,58928301,2,1,1
DO46362,21,14300000,46937500,3,2,1
DO46364,1,8574119,10695511,2,1,1
DO46364,1,11283730,32859607,2,1,1
DO46364,1,33485354,36397167,2,1,1
DO46364,1,36397168,37038756,3,2,1
DO46364,1,37038757,70976997,2,1,1
DO46364,1,70976998,70978940,2,1,1
DO46364,1,70978941,75774503,2,1,1
DO46364,1,75774504,75941977,3,2,1
DO46364,1,75941978,87207903,2,1,1
DO46364,1,87381937,121499999,2,1,1
DO46364,1,121500000,128899999,2,1,1
DO46364,1,128900000,149720742,2,1,1
DO46364,1,155569535,205313279,2,1,1
DO46364,1,205313280,206054939,3,2,1
DO46364,1,221173396,221342853,1,1,0
DO46364,1,221342854,247247500,2,1,1
DO46364,1,247247501,249106121,2,1,1
DO46364,2,25906,90499999,2,1,1
DO46364,2,90500000,96799999,2,1,1
DO46364,2,96800000,110290490,2,1,1
DO46364,2,111070802,209549568,2,1,1
DO46364,2,209549569,209589638,2,1,1
DO46364,2,209589639,218260244,2,1,1
DO46364,2,234342886,234343191,2,1,1
DO46364,2,234344121,234410161,2,1,1
DO46364,3,100074,10539802,2,1,1
DO46364,3,72736069,87899999,2,1,1
DO46364,3,87900000,93899999,2,1,1
DO46364,3,93900000,127296651,2,1,1
DO46364,3,127637467,141046460,2,1,1
DO46364,4,48200000,52699999,2,1,1
DO46364,5,22500,46099999,2,1,1
DO46364,5,50700000,148582678,2,1,1
DO46364,5,149279965,162321752,2,1,1
DO46364,5,162321753,162360674,3,2,1
DO46364,5,162360675,180715810,2,1,1
DO46364,6,206092,34174743,2,1,1
DO46364,6,34600448,58699999,2,1,1
DO46364,6,63300000,63724001,2,1,1
DO46364,6,63724002,77550282,1,1,0
DO46364,6,78059503,81841229,1,1,0
DO46364,6,82623447,84630808,1,1,0
DO46364,6,84893097,170762347,1,1,0
DO46364,7,27871557,57999999,2,1,1
DO46364,7,66516785,158821400,2,1,1
DO46364,8,17841954,37745855,2,1,1
DO46364,8,37745856,38408507,3,2,1
DO46364,9,215511,43667499,2,1,1
DO46364,9,50700000,135614264,2,1,1
DO46364,9,135614265,136238646,3,2,1
DO46364,9,136238647,140273200,2,1,1
DO46364,9,140273201,141068960,2,1,1
DO46364,10,105081,37999999,2,1,1
DO46364,10,42300000,82913200,2,1,1
DO46364,10,82952631,83198185,2,1,1
DO46364,10,83198186,83728700,3,2,1
DO46364,10,83728701,99238924,2,1,1
DO46364,10,99646630,104138643,2,1,1
DO46364,10,104809979,135534746,2,1,1
DO46364,11,201951,19341832,2,1,1
DO46364,11,19341833,20207247,3,2,1
DO46364,11,20207248,26207048,2,1,1
DO46364,11,26207049,27123935,3,2,1
DO46364,11,27123936,51599999,2,1,1
DO46364,11,55700000,134452200,2,1,1
DO46364,12,239981,33299999,2,1,1
DO46364,12,38200000,50742242,2,1,1
DO46364,12,51038703,53754613,2,1,1
DO46364,12,53931514,62653778,2,1,1
DO46364,12,62653779,64508392,3,2,1
DO46364,12,64508393,132349400,2,1,1
DO46364,12,132349401,133851894,2,1,1
DO46364,13,103814510,114142800,2,1,1
DO46364,14,19122549,30705102,2,1,1
DO46364,14,105811039,106368400,2,1,1
DO46364,15,20700000,28781786,2,1,1
DO46364,15,28781787,43703472,2,1,1
DO46364,15,43703473,44346948,3,2,1
DO46364,15,44346949,90608186,2,1,1
DO46364,15,90780551,91692069,2,1,1
DO46364,15,93394444,100338800,2,1,1
DO46364,15,100338801,102425427,2,1,1
DO46364,16,83802,1075279,3,2,1
DO46364,16,1198196,2316982,3,2,1
DO46364,16,2382794,11077145,2,1,1
DO46364,16,11131769,34599999,2,1,1
DO46364,16,46462063,88827200,1,1,0
DO46364,16,88827201,90155637,1,1,0
DO46364,17,12500,618631,1,1,0
DO46364,17,1157100,16705683,1,1,0
DO46364,17,16705684,18348150,1,1,0
DO46364,17,18348151,20428701,1,1,0
DO46364,17,20428702,20939966,2,1,1
DO46364,17,31269956,31670397,1,1,0
DO46364,17,31793500,45544106,1,1,0
DO46364,17,45544107,45670872,2,2,0
DO46364,17,45670873,46579059,1,1,0
DO46364,17,46579060,78774600,2,2,0
DO46364,17,78774601,81195209,2,2,0
DO46364,18,80031,15399999,2,1,1
DO46364,18,15400000,18999999,2,1,1
DO46364,18,19000000,76117000,2,1,1
DO46364,18,76117001,78077247,2,1,1
DO46364,19,28600000,34923095,2,1,1
DO46364,19,41212738,47478368,1,1,0
DO46364,21,14300000,44295816,2,1,1
DO46364,22,12200000,17899999,1,1,0
DO46364,22,17900000,25636997,1,1,0
DO46364,22,25636998,49687500,1,1,0
DO46364,22,49687501,51304565,1,1,0
DO46366,1,32654072,33141055,1,1,0
DO46366,1,33149883,37809958,2,2,0
DO46366,1,37809959,40438779,4,2,2
DO46366,1,203422316,211538674,1,1,0
DO46366,1,211538675,211572657,2,2,0
DO46366,4,21566,4409013,2,1,1
DO46366,4,4412033,4493137,2,1,1
DO46366,4,4499783,7594123,2,1,1
DO46366,4,7798954,48199999,2,1,1
DO46366,4,48200000,52699999,2,1,1
DO46366,4,52700000,83328722,2,1,1
DO46366,4,83328723,89736956,1,1,0
DO46366,4,89754992,90294535,1,1,0
DO46366,4,90342519,97519984,1,1,0
DO46366,4,97519985,97520159,1,1,0
DO46366,4,97521112,101714212,1,1,0
DO46366,4,101714213,101721020,1,1,0
DO46366,5,56692791,92657932,1,1,0
DO46366,5,92657933,114434866,2,1,1
DO46366,5,115823552,149792273,2,1,1
DO46366,7,11932445,40516723,1,1,0
DO46366,7,155770044,157485620,3,2,1
DO46366,7,157494836,158821400,3,2,1
DO46366,11,197337,39572185,1,1,0
DO46366,11,39605988,44970693,3,2,1
DO46366,11,47027391,51095402,1,1,0
DO46366,11,55700000,61623816,2,1,1
DO46366,11,99048132,134452200,1,1,0
DO46366,12,110107,9671401,2,2,0
DO46366,12,9671402,9809922,2,2,0
DO46366,12,9850420,11017073,2,2,0
DO46366,12,11017074,12208984,3,2,1
DO46366,12,12208985,19111001,2,1,1
DO46366,12,19145071,23719889,2,1,1
DO46366,12,23719890,23720800,2,1,1
DO46366,12,23720801,25742474,2,1,1
DO46366,12,25746716,33299999,2,1,1
DO46366,12,33300000,38199999,2,1,1
DO46366,12,38200000,46621419,2,1,1
DO46366,12,46639506,66349200,2,1,1
DO46366,12,66362095,72508151,2,1,1
DO46366,12,72508152,89129090,1,1,0
DO46366,12,89129091,89166917,1,1,0
DO46366,12,89166918,132349400,1,1,0
DO46366,13,19500000,100756615,1,1,0
DO46366,13,100756616,100757480,1,1,0
DO46366,13,100759574,111259772,1,1,0
DO46366,15,90193639,90255679,1,1,0
DO46366,16,94080,16893208,1,1,0
DO46366,16,79077698,79153638,1,1,0
DO46366,17,12500,22199999,1,1,0
DO46366,17,22200000,25799999,1,1,0
DO46366,19,9321268,21478857,2,1,1
DO46366,19,21478858,24399999,1,1,0
DO46366,22,12200000,17899999,1,1,0
DO46368,1,51011621,52629791,2,1,1
DO46368,1,61690446,64175888,2,1,1
DO46368,1,64175889,101596623,2,1,1
DO46368,1,101602534,114245550,2,1,1
DO46368,1,114245551,114246136,2,1,1
DO46368,1,114246137,114476067,2,1,1
DO46368,1,114476068,115654310,1,1,0
DO46368,1,115654311,121499999,2,1,1
DO46368,1,143478939,156918578,2,1,1
DO46368,1,156918579,161383686,3,2,1
DO46368,1,161383687,161385706,3,2,1
DO46368,1,161385707,167576774,3,2,1
DO46368,2,19956,24054338,2,1,1
DO46368,2,24054339,24054554,2,1,1
DO46368,2,24054555,33148006,2,1,1
DO46368,2,33148007,33148032,2,1,1
DO46368,2,33148033,39415405,2,1,1
DO46368,2,39423349,61440760,2,1,1
DO46368,2,61442860,77723294,2,1,1
DO46368,2,79321082,90499999,2,1,1
DO46368,2,90500000,96799999,2,1,1
DO46368,2,96800000,101827889,2,1,1
DO46368,2,101827890,101868531,2,1,1
DO46368,2,101868532,125510005,2,1,1
DO46368,2,125510006,151648453,1,1,0
DO46368,2,151648454,188862727,2,2,0
DO46368,2,188868277,203424233,2,2,0
DO46368,2,203424234,203427561,2,2,0
DO46368,2,203427562,220597729,2,2,0
DO46368,3,100074,4366091,2,1,1
DO46368,3,52088798,59798147,2,1,1
DO46368,3,59804344,60838999,2,1,1
DO46368,3,64000320,64080314,2,1,1
DO46368,3,64080315,64082850,2,1,1
DO46368,3,64082851,67340467,2,1,1
DO46368,3,67347121,87439883,2,1,1
DO46368,3,87439884,87439932,2,1,1
DO46368,3,87439933,93899999,2,1,1
DO46368,3,93900000,97413233,2,1,1
DO46368,3,97413234,97475053,1,1,0
DO46368,3,97475054,100674698,2,1,1
DO46368,3,100674699,100676424,2,1,1
DO46368,3,100676425,127603293,2,1,1
DO46368,3,127603351,130662737,2,1,1
DO46368,3,130662738,131826104,3,2,1
DO46368,3,131830471,169021144,3,2,1
DO46368,4,27500,6322579,2,1,1
DO46368,4,6330021,27436379,2,1,1
DO46368,4,27441670,40305376,2,1,1
DO46368,4,40320500,48199999,2,1,1
DO46368,4,48200000,52699999,2,1,1
DO46368,4,52700000,65219829,2,1,1
DO46368,4,65245498,68845014,2,1,1
DO46368,4,68845015,68848772,2,1,1
DO46368,4,68848773,69991557,2,1,1
DO46368,4,69991558,69997645,2,1,1
DO46368,4,69997646,83523267,2,1,1
DO46368,4,173180685,180162987,2,2,0
DO46368,4,180162988,180163357,2,2,0
DO46368,4,180163358,187869521,2,2,0
DO46368,5,28650,851581,4,3,1
DO46368,5,5263603,17500677,2,1,1
DO46368,5,17500678,17503648,2,1,1
DO46368,5,17503649,32337313,2,1,1
DO46368,5,32353368,34993315,2,1,1
DO46368,5,34993316,34994177,2,1,1
DO46368,5,34994178,36900864,2,1,1
DO46368,5,37132724,46099999,2,1,1
DO46368,5,50700000,54088744,2,1,1
DO46368,5,54088745,54098809,2,1,1
DO46368,5,54098810,72772194,2,1,1
DO46368,5,72772195,72772758,2,1,1
DO46368,5,72772759,90927964,2,1,1
DO46368,5,90927965,90928282,2,1,1
DO46368,5,90928283,98639536,2,1,1
DO46368,5,98639537,98640871,2,1,1
DO46368,5,98640872,105127171,2,1,1
DO46368,5,110122979,111772265,2,1,1
DO46368,5,111772266,111907198,3,2,1
DO46368,5,111913883,122356815,3,2,1
DO46368,5,122356816,122361501,3,2,1
DO46368,5,122361502,126221102,3,2,1
DO46368,5,126221103,126253773,3,2,1
DO46368,5,126253774,127517833,3,2,1
DO46368,5,130730143,133339957,2,1,1
DO46368,5,133339958,134177034,1,1,0
DO46368,5,134177035,150165036,2,1,1
DO46368,5,150165037,150172570,2,1,1
DO46368,5,150172571,154414969,2,1,1
DO46368,5,154414970,154669550,3,2,1
DO46368,5,154669551,180685900,2,1,1
DO46368,6,38998131,39831945,2,1,1
DO46368,6,39833940,54335253,2,1,1
DO46368,6,54335254,54335520,2,1,1
DO46368,6,54335521,58699999,2,1,1
DO46368,6,58700000,63692503,2,1,1
DO46368,6,63698792,65934305,2,1,1
DO46368,6,65934306,65934343,2,1,1
DO46368,6,65942305,82633100,2,1,1
DO46368,6,82642328,87139191,2,1,1
DO46368,6,87139192,87139473,2,1,1
DO46368,6,87139474,90601842,2,1,1
DO46368,6,90601843,126035356,3,2,1
DO46368,6,126060594,130130662,3,2,1
DO46368,6,130130663,158357004,2,2,0
DO46368,6,158357005,158359941,2,2,0
DO46368,6,158359942,167593605,2,2,0
DO46368,6,167593797,168156239,2,2,0
DO46368,7,40386,12800139,1,1,0
DO46368,7,12800140,12819190,1,1,0
DO46368,7,12819191,22069274,1,1,0
DO46368,7,22069275,22073731,1,1,0
DO46368,7,78236027,78707388,3,2,1
DO46368,7,78707389,78712600,3,2,1
DO46368,7,78712601,81519417,3,2,1
DO46368,7,81642256,88968864,3,2,1
DO46368,7,88997177,108311712,3,2,1
DO46368,7,112427978,119314709,2,1,1
DO46368,7,119318223,141463262,2,1,1
DO46368,7,142545511,146038242,2,1,1
DO46368,7,146042108,157161890,2,1,1
DO46368,8,48100000,57734053,2,1,1
DO46368,8,57734054,57737190,2,1,1
DO46368,8,57737191,61529591,2,1,1
DO46368,9,16240812,47299999,2,1,1
DO46368,9,47300000,50699999,2,1,1
DO46368,9,50700000,72083180,2,1,1
DO46368,9,72083181,82724977,1,1,0
DO46368,9,140273201,141019422,1,1,0
DO46368,10,94426,30279548,2,1,1
DO46368,10,30279549,30282447,2,1,1
DO46368,10,30282448,34010902,2,1,1
DO46368,10,34015739,37999999,2,1,1
DO46368,10,42300000,71581556,2,1,1
DO46368,10,77101107,80667362,3,2,1
DO46368,10,80673650,96761519,3,2,1
DO46368,10,96761520,98874707,2,1,1
DO46368,10,98874708,110707917,1,1,0
DO46368,10,110707918,110709682,1,1,0
DO46368,11,15450676,21338978,2,1,1
DO46368,11,21338979,21340047,2,1,1
DO46368,11,21340048,27834837,2,1,1
DO46368,11,27834838,27835073,2,1,1
DO46368,11,27835074,29803577,2,1,1
DO46368,11,29824481,48274702,2,1,1
DO46368,11,51575272,55699999,1,1,0
DO46368,11,55700000,58244933,1,1,0
DO46368,11,58244934,62130738,2,2,0
DO46368,11,62130739,62140459,2,2,0
DO46368,11,62140460,66291646,2,2,0
DO46368,11,66296568,67113780,2,2,0
DO46368,11,67113781,67115592,2,2,0
DO46368,11,67115593,79345118,2,2,0
DO46368,12,189093,25747945,2,1,1
DO46368,12,25747946,25748251,2,1,1
DO46368,12,25748252,33299999,2,1,1
DO46368,12,38200000,46116759,2,1,1
DO46368,12,46116760,46124367,2,1,1
DO46368,12,46124368,53204910,2,1,1
DO46368,12,53211727,67107549,2,1,1
DO46368,12,99672681,99783165,1,1,0
DO46368,12,99783166,102096756,2,1,1
DO46368,12,132349401,133851894,1,1,0
DO46368,13,19500000,35766893,1,1,0
DO46368,13,35766894,49029353,2,2,0
DO46368,13,49033733,90990935,2,2,0
DO46368,13,90990936,91024857,3,3,0
DO46368,13,114142801,115169877,2,2,0
DO46368,14,20436055,21674814,2,1,1
DO46368,14,21674815,21679122,2,1,1
DO46368,14,26128468,50008793,2,1,1
DO46368,14,50052402,54424415,2,1,1
DO46368,14,54424416,54425728,2,1,1
DO46368,14,54425729,61169981,2,1,1
DO46368,14,61405218,86827197,2,1,1
DO46368,14,86828921,87515386,2,1,1
DO46368,14,87515387,87516889,2,1,1
DO46368,14,87516890,89604171,2,1,1
DO46368,14,89604172,89609930,2,1,1
DO46368,14,89609931,90636876,2,1,1
DO46368,14,90644505,92237286,2,1,1
DO46368,14,92237287,92244763,2,1,1
DO46368,14,92244764,106368400,2,1,1
DO46368,15,32981785,60281569,1,1,0
DO46368,15,93207574,100338800,1,1,0
DO46368,15,100338801,102431166,1,1,0
DO46368,16,89331669,90354752,1,1,0
DO46368,18,27500,8874237,2,1,1
DO46368,18,8876491,10195613,2,1,1
DO46368,18,10196514,11683440,2,1,1
DO46368,18,11687071,15399999,2,1,1
DO46368,18,15400000,18999999,2,1,1
DO46368,18,19000000,21347462,2,1,1
DO46368,18,21365929,22983101,2,1,1
DO46368,18,22983102,22988249,2,1,1
DO46368,18,22988250,24100736,2,1,1
DO46368,18,24100737,24107190,2,1,1
DO46368,18,24107191,24319756,2,1,1
DO46368,18,24319757,24322581,2,1,1
DO46368,18,24322582,25411922,2,1,1
DO46368,18,25416588,26683301,2,1,1
DO46368,18,26687940,28651150,2,1,1
DO46368,18,32318404,57428165,1,1,0
DO46368,18,57428166,76117000,1,1,0
DO46368,18,76117001,78077247,1,1,0
DO46368,20,3624482,25599999,2,1,1
DO46368,20,25600000,29457500,2,1,1
DO46368,20,29457501,33332060,2,1,1
DO46368,21,14404737,35033299,2,1,1
DO46368,21,46937501,48129894,1,1,0
DO46368,22,49687501,51304565,3,2,1
DO46370,1,14405074,21559047,4,2,2
DO46370,1,21559048,21958792,5,3,2
DO46370,1,22455327,31411728,4,2,2
DO46370,1,31815143,44319646,4,2,2
DO46370,1,44519329,45465544,4,2,2
DO46370,1,46507055,68726586,3,2,1
DO46370,1,68726587,68729182,3,2,1
DO46370,1,68729183,84879779,3,2,1
DO46370,1,84879780,85986082,4,2,2
DO46370,1,85986083,94208047,3,2,1
DO46370,1,95688007,112670807,3,2,1
DO46370,1,112670808,112745981,4,3,1
DO46370,1,244954889,245321529,4,2,2
DO46370,1,245321530,247249600,3,2,1
DO46370,1,247249601,249250620,3,2,1
DO46370,2,12821,27681208,2,1,1
DO46370,2,28006892,54909987,2,1,1
DO46370,2,81067596,81137560,4,3,1
DO46370,2,81137561,89179989,3,2,1
DO46370,2,90500000,96799999,3,2,1
DO46370,2,141723009,141911022,2,1,1
DO46370,3,60596,9984389,2,1,1
DO46370,3,9984390,10483974,3,2,1
DO46370,3,10483975,47582393,2,1,1
DO46370,3,47582394,48060205,3,2,1
DO46370,3,48060206,50094648,2,1,1
DO46370,3,50094649,50231680,3,2,1
DO46370,3,50231681,70909009,2,1,1
DO46370,3,70909010,75429403,3,2,1
DO46370,3,79971762,86628429,2,2,0
DO46370,3,87900000,93899999,3,2,1
DO46370,3,93900000,112135252,3,2,1
DO46370,3,112396143,116533308,3,2,1
DO46370,3,116533309,116657538,2,1,1
DO46370,3,116657539,116785827,1,1,0
DO46370,3,116785828,116793879,2,1,1
DO46370,3,116793880,116832675,2,1,1
DO46370,3,116843880,116885056,3,2,1
DO46370,3,116916675,117145252,3,2,1
DO46370,3,117145253,117611504,2,2,0
DO46370,3,117611505,134431255,3,2,1
DO46370,3,134431256,139025019,5,3,2
DO46370,3,145292331,168594332,3,2,1
DO46370,3,168921049,169843430,4,2,2
DO46370,3,170030359,189831986,4,2,2
DO46370,3,189831987,189833313,4,2,2
DO46370,3,189833314,193705543,4,2,2
DO46370,3,193705544,193745804,5,3,2
DO46370,3,193745805,197651690,4,2,2
DO46370,3,197651691,197783605,5,3,2
DO46370,4,10234202,16755427,2,2,0
DO46370,4,16780465,31057384,2,2,0
DO46370,4,31057385,31631336,1,1,0
DO46370,4,31631337,40990599,2,2,0
DO46370,4,41646348,43411309,2,2,0
DO46370,4,43432423,48199999,2,2,0
DO46370,4,52700000,63227368,2,2,0
DO46370,4,63227369,65102712,1,1,0
DO46370,4,65102713,70123601,2,2,0
DO46370,4,70123602,72567094,2,2,0
DO46370,4,72567095,72654166,3,3,0
DO46370,4,72654167,80689233,2,2,0
DO46370,4,80689234,80877429,3,3,0
DO46370,4,80877430,92313845,2,2,0
DO46370,4,92457461,135405096,2,2,0
DO46370,4,135458764,141544021,2,2,0
DO46370,4,141544022,141821681,3,3,0
DO46370,4,141821682,182706768,2,2,0
DO46370,5,26895181,27229206,3,2,1
DO46370,5,56079591,58147455,3,2,1
DO46370,5,58970039,60714871,3,2,1
DO46370,5,60718997,61490920,4,3,1
DO46370,5,175087104,180579927,5,3,2
DO46370,6,68654372,69611257,1,1,0
DO46370,6,69611258,78916801,2,2,0
DO46370,6,78916802,131136004,2,2,0
DO46370,6,131136005,131621742,4,4,0
DO46370,6,131621743,151656741,2,2,0
DO46370,7,40386,6457038,3,2,1
DO46370,7,13468618,23177430,3,2,1
DO46370,7,23600593,57999999,3,2,1
DO46370,7,76545937,91918145,3,2,1
DO46370,7,92873395,114321709,3,2,1
DO46370,7,114430503,158821400,3,2,1
DO46370,8,48100000,48880873,3,2,1
DO46370,8,52112522,52588071,2,2,0
DO46370,8,53417500,59648303,2,2,0
DO46370,8,59648304,60031151,1,1,0
DO46370,8,60031152,78844184,2,2,0
DO46370,8,78844185,145081159,3,3,0
DO46370,9,70120001,126011619,2,1,1
DO46370,9,126147381,129054091,2,1,1
DO46370,9,129054092,129102381,3,2,1
DO46370,9,129102382,136026559,2,1,1
DO46370,9,136198821,140273200,2,1,1
DO46370,10,55370071,57168110,1,1,0
DO46370,10,103841636,104002147,3,2,1
DO46370,11,708198,1016188,4,2,2
DO46370,11,1016189,7687862,3,2,1
DO46370,11,7687863,7744991,4,3,1
DO46370,11,47310951,47479212,6,3,3
DO46370,11,47931981,48073006,7,4,3
DO46370,11,62945393,64189500,2,1,1
DO46370,11,73650114,77914572,3,2,1
DO46370,11,77914573,78673859,4,3,1
DO46370,11,78709837,101904321,2,1,1
DO46370,11,102402633,112270942,2,1,1
DO46370,11,112379080,118335331,2,1,1
DO46370,11,118335332,118713579,3,2,1
DO46370,11,119132226,119230959,5,3,2
DO46370,11,120574525,120617977,3,2,1
DO46370,11,120934193,121062381,5,3,2
DO46370,12,28339273,28343823,3,2,1
DO46370,12,31972941,32484441,5,4,1
DO46370,12,48365866,49095344,4,3,1
DO46370,12,132633682,133851894,3,2,1
DO46370,13,21228076,21894010,1,1,0
DO46370,13,21894011,21898063,1,1,0
DO46370,13,21898064,23738849,1,1,0
DO46370,13,23744531,24028963,1,1,0
DO46370,13,32416083,38827391,1,1,0
DO46370,14,21108371,21628030,3,3,0
DO46370,14,21628031,21742256,2,2,0
DO46370,14,21742257,22179131,3,3,0
DO46370,14,22179132,65836349,2,2,0
DO46370,14,65859346,78448669,2,2,0
DO46370,14,78448670,78449003,2,2,0
DO46370,14,78449004,93425989,2,2,0
DO46370,14,93875641,104110244,2,2,0
DO46370,14,104110245,104115654,2,2,0
DO46370,15,100338801,102531391,2,2,0
DO46370,16,34420123,34587001,2,1,1
DO46370,17,25800000,27192831,2,2,0
DO46370,17,27490667,34857087,2,2,0
DO46370,17,36300629,46003853,2,2,0
DO46370,17,58896413,59326052,0,0,0
DO46370,17,78774601,81195209,3,3,0
DO46370,18,25942220,61212916,2,1,1
DO46370,18,66017500,70443847,1,1,0
DO46370,19,245631,6954309,2,2,0
DO46370,19,13157283,15352100,7,5,2
DO46370,19,15352101,15909821,6,4,2
DO46370,19,28600000,36827817,3,2,1
DO46370,19,36827818,37810401,2,1,1
DO46370,19,37810402,37866296,6,5,1
DO46370,19,44369727,45456973,3,2,1
DO46370,19,46613992,46908783,2,1,1
DO46370,19,47680858,48651475,3,2,1
DO46370,19,51385885,59128982,2,1,1
DO46370,20,33456113,33739081,4,3,1
DO46370,22,18670603,23493926,2,2,0
DO46370,22,30403212,31066095,3,3,0
DO46370,22,49687501,51304565,2,2,0
DO46372,1,101889201,103567289,2,2,0
DO46372,2,23838691,30349950,3,3,0
DO46372,2,30349951,30355308,3,3,0
DO46372,2,30355309,34192239,3,3,0
DO46372,2,38736371,39571028,3,3,0
DO46372,2,39594910,45559097,3,3,0
DO46372,2,46325835,47174152,5,5,0
DO46372,2,131959020,139493246,3,2,1
DO46372,2,139589883,141253693,3,2,1
DO46372,2,141253694,141253707,3,2,1
DO46372,3,17401133,17419992,3,3,0
DO46372,3,111669088,112150543,3,2,1
DO46372,3,112150544,112299896,5,4,1
DO46372,3,116821597,117525490,2,2,0
DO46372,4,37713963,41255433,3,2,1
DO46372,4,41255434,41279756,4,3,1
DO46372,4,45048952,48199999,4,2,2
DO46372,4,152732809,155152567,3,2,1
DO46372,5,76101932,87762380,2,2,0
DO46372,5,127861865,144620615,2,2,0
DO46372,7,66426,1000401,3,2,1
DO46372,7,63932520,63999066,6,5,1
DO46372,9,103062672,104074173,4,3,1
DO46372,10,65185971,65358904,4,2,2
DO46372,11,57518496,64520321,2,2,0
DO46372,11,119225000,119282152,2,1,1
DO46372,14,59221010,62267264,3,2,1
DO46372,16,1476418,3055682,3,2,1
DO46372,16,3075382,6611281,3,2,1
DO46372,16,7062271,7109186,3,2,1
DO46372,16,7109375,10952028,3,2,1
DO46372,16,23327286,34175589,3,2,1
DO46372,16,50410723,56740508,4,4,0
DO46372,17,22200000,25799999,2,2,0
DO46372,17,54824557,59155810,2,2,0
DO46372,17,59270197,61294182,2,2,0
DO46372,17,61294183,68364704,3,3,0
DO46372,17,78774601,81195209,3,3,0
DO46372,18,162756,11188147,5,5,0
DO46372,18,48640576,63081819,1,1,0
DO46372,18,63081820,63084062,1,1,0
DO46372,22,46739827,49691400,2,2,0
DO46374,1,55046884,55678267,5,5,0
DO46374,1,72811202,74590165,4,4,0
DO46374,2,123828612,127042576,4,3,1
DO46374,2,214549403,216173984,3,2,1
DO46374,2,216173985,216251230,4,3,1
DO46374,3,60596,8522447,3,2,1
DO46374,3,21072560,44654514,3,2,1
DO46374,3,44654515,44654969,3,2,1
DO46374,3,44654970,44656380,3,2,1
DO46374,3,44656381,44966666,3,2,1
DO46374,3,44966667,48642988,3,2,1
DO46374,3,48642989,58413392,3,2,1
DO46374,3,58585966,87899999,3,2,1
DO46374,4,18991656,19388549,2,2,0
DO46374,4,19525202,19647907,2,2,0
DO46374,4,62827260,69371959,3,3,0
DO46374,4,69371960,95485339,3,3,0
DO46374,4,95485340,95513957,3,3,0
DO46374,4,95513958,98808918,3,3,0
DO46374,4,98808919,98839972,2,2,0
DO46374,4,98839973,148571927,3,3,0
DO46374,4,148571928,190742073,2,2,0
DO46374,5,83440211,83473577,5,3,2
DO46374,5,83473578,119239712,5,3,2
DO46374,5,119239713,119297775,7,5,2
DO46374,5,119297776,119661605,5,3,2
DO46374,5,119661606,119661656,5,3,2
DO46374,5,119661657,132124628,5,3,2
DO46374,6,37322636,43389220,4,2,2
DO46374,6,43391358,57987065,4,2,2
DO46374,7,90381613,90549391,5,3,2
DO46374,7,92159443,92224603,4,3,1
DO46374,8,22409548,43099999,2,2,0
DO46374,9,28321343,28418095,1,1,0
DO46374,9,50700000,140273200,2,2,0
DO46374,9,140273201,141068960,2,2,0
DO46374,10,93528,11823915,4,2,2
DO46374,10,12137903,37999999,4,2,2
DO46374,10,42403710,59294261,4,2,2
DO46374,12,31898161,32411197,3,2,1
DO46374,14,40194124,40395948,3,2,1
DO46374,14,40460537,52909838,3,2,1
DO46374,14,52909839,53546820,4,2,2
DO46374,14,53546821,102394987,3,2,1
DO46374,14,102474164,106368400,3,2,1
DO46374,15,79626927,100338800,2,1,1
DO46374,16,101406,151404,2,2,0
DO46374,16,88827201,90354752,3,2,1
DO46374,17,27331792,37434947,3,3,0
