"chr","start","end","reads","gc","map","true_CN","valid","ideal","cor.gc","cor.map","copy_log2","multiplier","copy","state"
"7",153000001,153500000,176,0.408888,0.9971,2,TRUE,TRUE,0.953591059049554,0.954261533764038,-0.0675433760835514,2,4.76788169876806,5
"7",153500001,1.54e+08,215,0.432798,0.99489,2,TRUE,TRUE,1.103137866323,1.10485188281563,0.143852973915085,2,5.5156041933759,5
"7",154500001,1.55e+08,203,0.45655,0.99848,2,TRUE,TRUE,0.987980873156096,0.988151454513337,-0.0171959134727098,2,4.93982811515544,5
"7",155000001,155500000,231,0.490114,0.99718,2,TRUE,TRUE,1.05444207959564,1.05515102220665,0.077449504520611,2,5.27212901799419,5
"7",155500001,1.56e+08,207,0.482068,0.99708,2,TRUE,TRUE,0.959773699684968,0.960455903829262,-0.0582087160691402,2,4.79879442477981,5
"7",156000001,156500000,203,0.433762,0.99846,2,TRUE,TRUE,1.03957240726938,1.03975988394654,0.0562503992933654,2,5.19778180397803,5
"7",156500001,1.57e+08,199,0.436974,0.994972,2,TRUE,TRUE,1.01286556373443,1.01440732315345,0.0206370656520978,2,5.0642496474905,5
"7",157000001,157500000,234,0.501116,0.99633,2,TRUE,TRUE,1.0443114073199,1.04535501341635,0.0639929797369863,2,5.22147643848299,5
"7",157500001,1.58e+08,202,0.514916,0.990475,2,TRUE,TRUE,0.882383583504013,0.882950154190847,-0.179596100197645,2,4.411849816708,5
"7",158000001,158500000,209,0.491328,0.989627,2,TRUE,TRUE,0.951645734735722,0.952083307617025,-0.0708402795184571,2,4.75815522733561,5
"7",158500001,1.59e+08,210,0.467496,0.993813,2,TRUE,TRUE,0.996108743085081,0.997463717784064,-0.00366372986815652,2,4.98046683750567,5
"8",500001,1e+06,198,0.48372,0.982734,2,TRUE,TRUE,0.91519445958813,0.916540773597514,-0.125729032388997,2,4.57590166484291,5
"8",1000001,1500000,239,0.482222,0.978849,2,TRUE,TRUE,1.10783083337562,1.10746548771057,0.14726174032916,2,5.53906866644407,5
"8",1500001,2e+06,210,0.481876,0.988427,2,TRUE,TRUE,0.974022955793075,0.974514228901975,-0.037244844430927,2,4.87003960558783,5
"8",2000001,2500000,210,0.434762,0.992477,2,TRUE,TRUE,1.07335930310214,1.0745106970769,0.103679845299878,2,5.36671367552869,5
"8",2500001,3e+06,188,0.392806,0.997661,2,TRUE,TRUE,1.05909442513729,1.05961062601818,0.0835342165691909,2,5.29539038664265,5
"8",3000001,3500000,180,0.391906,0.997302,2,TRUE,TRUE,1.01614097470125,1.0167764942247,0.0240025837074383,2,5.08062644953414,5
"8",3500001,4e+06,171,0.385054,0.998495,2,TRUE,TRUE,0.98231070537135,0.982474647018864,-0.0255079161085726,2,4.91147771384528,5
"8",4000001,4500000,164,0.379416,0.999101,2,TRUE,TRUE,0.957118250906892,0.957055213300138,-0.063325937515093,2,4.78551738583229,5
"8",4500001,5e+06,151,0.377314,0.996171,2,TRUE,TRUE,0.886850337609073,0.887790854696465,-0.171708247625587,2,4.43418324249708,5
"8",5000001,5500000,186,0.378724,0.997056,2,TRUE,TRUE,1.08774980684439,1.08853301627515,0.122385166546842,2,5.4386650836062,5
"8",5500001,6e+06,188,0.385728,0.997916,2,TRUE,TRUE,1.07794634798229,1.07836607936105,0.108847021525523,2,5.38964854590942,5
"8",6000001,6500000,180,0.425046,0.998398,2,TRUE,TRUE,0.938797212665855,0.938988877719384,-0.0908200255643513,2,4.69391360861259,5
"8",6500001,7e+06,177,0.447466,0.952877,2,TRUE,TRUE,0.880448910176741,0.876119747228391,-0.19080002537396,2,4.40217659938632,5
"8",8000001,8500000,205,0.432144,0.990452,2,TRUE,TRUE,1.05326043433499,1.05393151524855,0.0757811233116162,2,5.26622088288824,5
"8",8500001,9e+06,203,0.428854,0.999439,2,TRUE,TRUE,1.05024564676103,1.05004018122527,0.0704445356488148,2,5.25114717769447,5
"8",9000001,9500000,184,0.420634,0.997748,2,TRUE,TRUE,0.969219850915516,0.969659832957358,-0.0444493716874787,2,4.84602445189522,5
"8",9500001,1e+07,177,0.414686,0.991705,2,TRUE,TRUE,0.945452407712563,0.946309562397813,-0.0796158911532347,2,4.72718907020989,5
"8",10000001,10500000,216,0.452454,0.99888,2,TRUE,TRUE,1.06161801250933,1.06163819221872,0.0862921774159222,2,5.30800812873681,5
"8",10500001,1.1e+07,205,0.467816,0.993411,2,TRUE,TRUE,0.971757871467054,0.972995621072272,-0.0394947826574743,2,4.85871435877295,5
"8",11000001,11500000,205,0.451126,0.998177,2,TRUE,TRUE,1.01072997995705,1.01102215814051,0.0158146165180026,2,5.0535718934242,5
"8",11500001,1.2e+07,189,0.452816,0.940845,2,TRUE,TRUE,0.928139623284535,0.923773581480251,-0.114388806994875,2,4.64062648423999,5
"8",12500001,1.3e+07,222,0.42219,0.996284,2,TRUE,TRUE,1.16525520204678,1.16644029734989,0.222112466840761,2,5.82618607788816,5
"8",13000001,13500000,175,0.378672,0.997584,2,TRUE,TRUE,1.02358040600885,1.02410959672462,0.0343701159144376,2,5.11782303190994,5
"8",13500001,1.4e+07,175,0.36025,0.997744,2,TRUE,TRUE,1.07821521137101,1.07870633023053,0.109302155292891,2,5.39099284210257,5
"8",14000001,14500000,170,0.34891,0.995934,2,TRUE,TRUE,1.07731625614515,1.07855703832713,0.109102473888979,2,5.38649813535307,5
"8",14500001,1.5e+07,163,0.356686,0.994851,2,TRUE,TRUE,1.01354822247559,1.01513826593764,0.0216762416934543,2,5.06766288850987,5
"8",15000001,15500000,175,0.37541,0.98706,2,TRUE,TRUE,1.0337251422618,1.03459254711999,0.0490627039694408,2,5.16854593022175,5
"8",15500001,1.6e+07,179,0.36951,0.997927,2,TRUE,TRUE,1.07523023911134,1.07564436704725,0.105201168317995,2,5.37606821117914,5
"8",16000001,16500000,167,0.3521,0.997749,2,TRUE,TRUE,1.05034345613644,1.05081986088446,0.0715153733123246,2,5.25163621702276,5
"8",16500001,1.7e+07,180,0.373734,0.989597,2,TRUE,TRUE,1.06835844565796,1.06884279552392,0.0960496783195199,2,5.34170977426519,5
"8",17000001,17500000,168,0.400856,0.999579,2,TRUE,TRUE,0.928647076664285,0.928415492238526,-0.107157498110596,2,4.64316371197438,5
"8",17500001,1.8e+07,159,0.393144,0.998695,2,TRUE,TRUE,0.895018406430867,0.895099016103265,-0.159880812354265,2,4.47502295620887,5
"8",18000001,18500000,165,0.392888,0.9951,2,TRUE,TRUE,0.929347165461778,0.930715973450567,-0.103587127115939,2,4.64666410193022,5
"8",18500001,1.9e+07,176,0.402386,0.997496,2,TRUE,TRUE,0.969374815846665,0.969908778374329,-0.0440790292119506,2,4.84679926459104,5
"8",19000001,19500000,186,0.417556,0.997697,2,TRUE,TRUE,0.986737376413399,0.98720465516139,-0.0185788973586847,2,4.93361072741285,5
"8",19500001,2e+07,170,0.410846,0.997722,2,TRUE,TRUE,0.916705037719515,0.917130342305948,-0.124801311082974,2,4.58345443891608,5
"8",20000001,20500000,194,0.445316,0.999936,2,TRUE,TRUE,0.969778357888702,0.969403639619026,-0.0448305957846765,2,4.84881694365657,5
"8",20500001,2.1e+07,201,0.43033,0.996416,2,TRUE,TRUE,1.03669116108157,1.03769284489973,0.053379471907297,2,5.1833757954085,5
"8",21000001,21500000,187,0.436536,0.99885,2,TRUE,TRUE,0.952593047596504,0.952622130658541,-0.0700240301026398,2,4.76289171852758,5
"8",21500001,2.2e+07,260,0.49604,0.982749,2,TRUE,FALSE,1.17149480676212,1.1732263164677,0.230481337451654,2,5.85738361990311,5
"8",22000001,22500000,238,0.47932,0.999573,2,TRUE,TRUE,1.10802887108294,1.10775510467198,0.147638974955637,2,5.54005883969646,5
"8",22500001,2.3e+07,226,0.479814,0.999877,2,TRUE,TRUE,1.05150115699682,1.05111866921493,0.0719255559064276,2,5.25742463197534,5
"8",23000001,23500000,217,0.457328,0.997008,2,TRUE,TRUE,1.0540849483143,1.05486337773538,0.0770561581483594,2,5.27034338915027,5
"8",23500001,2.4e+07,177,0.403252,0.994991,2,TRUE,TRUE,0.972841220793553,0.974314935840917,-0.0375399129952494,2,4.86413102179445,5
"8",24000001,24500000,163,0.369906,0.992013,2,TRUE,TRUE,0.97801548838323,0.978966966980976,-0.0306679147077839,2,4.89000196040197,5
"8",24500001,2.5e+07,169,0.398326,0.996417,2,TRUE,TRUE,0.939628942113845,0.940536479784495,-0.0884441934743218,2,4.69807219166113,5
"8",25000001,25500000,178,0.414696,0.99748,2,TRUE,TRUE,0.950770622816112,0.951300186279433,-0.0720274342222061,2,4.75377973527715,5
"8",25500001,2.6e+07,151,0.416458,0.992119,2,TRUE,TRUE,0.803124848192561,0.803924497050361,-0.314868082097577,2,4.01556225720045,5
"8",26000001,26500000,194,0.429574,0.992753,2,TRUE,TRUE,1.00217402466387,1.00330858113185,0.00476539458393957,2,5.01079277729188,5
"8",26500001,2.7e+07,196,0.402984,0.987765,2,TRUE,TRUE,1.07797598269936,1.07869439766508,0.109286196224387,2,5.38979671720758,5
"8",27000001,27500000,215,0.457054,0.996352,2,TRUE,TRUE,1.04507780451211,1.04611332901716,0.0650391521149773,2,5.22530836529484,5
"8",27500001,2.8e+07,190,0.438594,0.998779,2,TRUE,TRUE,0.963898220099076,0.963953933545884,-0.0529638918272558,2,4.81941670852712,5
"8",28000001,28500000,203,0.43157,0.999249,2,TRUE,TRUE,1.04426495851692,1.04413683758408,0.062310794252109,2,5.22124419805289,5
"8",28500001,2.9e+07,219,0.41192,0.990717,2,TRUE,TRUE,1.17782349067514,1.17864104533851,0.237124413008614,2,5.88902655103155,5
"8",29000001,29500000,182,0.429676,0.996286,2,TRUE,TRUE,0.939983280810318,0.940938545158804,-0.0878275945582923,2,4.69984385779626,5
"8",29500001,3e+07,196,0.42164,0.998355,2,TRUE,TRUE,1.03006688248099,1.03029419892796,0.0430563555926069,2,5.15025491365576,5
"8",30000001,30500000,190,0.425346,0.997678,2,TRUE,TRUE,0.990307246166152,0.990783448516775,-0.0133583269714548,2,4.95145980066034,5
"8",30500001,3.1e+07,197,0.398426,0.998274,2,TRUE,TRUE,1.09505485805322,1.09533059694621,0.131366375388133,2,5.47518977585936,5
"8",31000001,31500000,169,0.386398,0.994683,2,TRUE,TRUE,0.967220937235433,0.968717827030496,-0.0458516034756529,2,4.83603003776745,5
"8",31500001,3.2e+07,177,0.37389,0.993345,2,TRUE,TRUE,1.05009743845158,1.05142005159047,0.0723391538651923,2,5.25040614758569,5
"8",32000001,32500000,165,0.385322,0.998385,2,TRUE,TRUE,0.947136177649273,0.947334275820242,-0.0780545108267616,2,4.73560778994304,5
"8",32500001,3.3e+07,159,0.379204,0.993245,2,TRUE,TRUE,0.928519400836236,0.929668897504557,-0.105211104452923,2,4.64252534268793,5
"8",33000001,33500000,187,0.4202,0.99714,2,TRUE,TRUE,0.986001081380381,0.986679175856909,-0.0193470341584915,2,4.92992930907371,5
"8",33500001,3.4e+07,191,0.402308,0.993339,2,TRUE,TRUE,1.05218799643358,1.0535118836805,0.0752065879380598,2,5.26085877615007,5
"8",34000001,34500000,177,0.373022,0.995699,2,TRUE,TRUE,1.05264629113232,1.05395388996611,0.0758117510620625,2,5.2631502142734,5
"8",34500001,3.5e+07,176,0.37163,0.998935,2,TRUE,TRUE,1.0508330641473,1.05083084218789,0.0715304497205885,2,5.25408421928996,5
"8",35000001,35500000,183,0.380838,0.98396,2,TRUE,TRUE,1.06367118023111,1.06537200984583,0.0913572830765889,2,5.31827380888581,5
"8",35500001,3.6e+07,178,0.388534,0.999109,2,TRUE,TRUE,1.01297302677482,1.01290319865613,0.0184963049467313,2,5.06478695439863,5
"8",36000001,36500000,188,0.385208,0.984439,2,TRUE,TRUE,1.0795037448342,1.08110305570645,0.112504053942193,2,5.39743540997178,5
"8",36500001,3.7e+07,186,0.387522,0.998433,2,TRUE,TRUE,1.06129352158473,1.06149592436245,0.0860988319937692,2,5.30638569915741,5
"8",37000001,37500000,210,0.442876,0.995473,2,TRUE,TRUE,1.05545450430795,1.05685743490546,0.0797807770737055,2,5.27719106341859,5
"8",37500001,3.8e+07,226,0.474346,0.998793,2,TRUE,TRUE,1.05960755600599,1.05966310369553,0.0836056648996523,2,5.29795600138359,5
"8",38000001,38500000,211,0.443152,0.999521,2,TRUE,TRUE,1.05983595430426,1.0595952505043,0.0835132821447745,2,5.29909797524754,5
"8",38500001,3.9e+07,191,0.424232,0.998925,2,TRUE,TRUE,0.997952664181183,0.997954386637998,-0.0029542188789666,2,4.9896863006756,5
"8",39000001,39500000,180,0.360026,0.998336,2,TRUE,TRUE,1.10967701338349,1.10992999911335,0.150468691785683,2,5.54829942399846,5
"8",39500001,4e+07,164,0.380746,0.998075,2,TRUE,TRUE,0.953477783362125,0.953790784700234,-0.068255251064191,2,4.76731532907333,5
"8",40000001,40500000,172,0.397842,0.989884,2,TRUE,TRUE,0.957378452618197,0.957871544417849,-0.0620958989020325,2,4.78681837430691,5
"8",40500001,4.1e+07,192,0.4224,0.994267,2,TRUE,TRUE,1.00731003296133,1.0087787175983,0.0126097442806765,2,5.03647242239107,5
"8",41000001,41500000,201,0.447302,0.997099,2,TRUE,TRUE,1.0002199580247,1.00092360242637,0.00133186167956705,2,5.00102259490745,5
"8",41500001,4.2e+07,195,0.456842,0.998538,2,TRUE,TRUE,0.94835908082708,0.948501689980717,-0.0762777507449416,2,4.74172221145056,5
"8",42000001,42500000,188,0.448948,0.998995,2,TRUE,TRUE,0.931834888106173,0.93181144626862,-0.101890042426022,2,4.65910252315414,5
"8",42500001,4.3e+07,165,0.43225,0.996725,2,TRUE,TRUE,0.847556058132572,0.848274231314308,-0.237397358164867,2,4.23771487777791,5
"8",43000001,43500000,187,0.405188,0.984543,2,TRUE,TRUE,1.02281036916026,1.02429959905785,0.0346377532842079,2,5.11397290709705,5
"8",47000001,47500000,230,0.473122,0.999308,2,TRUE,TRUE,1.08054569835076,1.08038864887832,0.111550387339207,2,5.40264509713844,5
"8",47500001,4.8e+07,187,0.408816,0.988862,2,TRUE,TRUE,1.01337216774464,1.01377539453043,0.0197380536329341,2,5.06678262844274,5
"8",48500001,4.9e+07,179,0.427456,0.997758,2,TRUE,TRUE,0.928792630156548,0.929210689843659,-0.105922343564873,2,4.64389146820213,5
"8",49000001,49500000,216,0.43528,0.997564,2,TRUE,TRUE,1.10294572462919,1.10352442766587,0.142118565532663,2,5.514643499736,5
"8",49500001,5e+07,181,0.415028,0.992787,2,TRUE,TRUE,0.966009539241517,0.967110222483326,-0.0482477704716374,2,4.82997314129143,5
"8",50000001,50500000,165,0.368052,0.998402,2,TRUE,TRUE,0.995233737918775,0.995435395579612,-0.00660040777268853,2,4.9760918792055,5
"8",50500001,5.1e+07,177,0.365406,0.997839,2,TRUE,TRUE,1.07540103120139,1.07585159851321,0.105479088252747,2,5.37692215844796,5
"8",51000001,51500000,138,0.360812,0.992617,2,TRUE,TRUE,0.848980609981667,0.849916889415298,-0.234606323155465,2,4.24483752707898,5
"8",51500001,5.2e+07,147,0.351556,0.996369,2,TRUE,TRUE,0.925762705211868,0.926673949248002,-0.109866279819827,2,4.62874207732301,5
"8",52000001,52500000,186,0.379068,0.996063,2,TRUE,TRUE,1.08663150042491,1.08782905598124,0.121451865904113,2,5.43307363781773,5
"8",52500001,5.3e+07,172,0.38919,0.995291,2,TRUE,TRUE,0.977225507550881,0.978592945774355,-0.0312192118027327,2,4.88605211720955,5
"8",53000001,53500000,191,0.400334,0.998906,2,TRUE,TRUE,1.05705827750821,1.05706781529716,0.0800679345772822,2,5.28520980564352,5
"8",53500001,5.4e+07,185,0.395728,0.998388,2,TRUE,TRUE,1.03489523259795,1.03511049316365,0.049784776836604,2,5.17439629159703,5
"8",54000001,54500000,202,0.397654,0.997117,2,TRUE,TRUE,1.12485338820436,1.12563692411479,0.170741558992323,2,5.62418012681692,5
"8",54500001,5.5e+07,172,0.40929,0.989205,2,TRUE,TRUE,0.930992407443854,0.931336054261431,-0.102626265087876,2,4.65489018486372,5
"8",55000001,55500000,189,0.421056,0.99718,2,TRUE,TRUE,0.994599074019115,0.995267781839191,-0.00684335259279442,2,4.97291860868944,5
"8",55500001,5.6e+07,166,0.38258,0.995876,2,TRUE,TRUE,0.960225370386598,0.961352733479147,-0.0568622221912237,2,4.80105274342881,5
"8",56000001,56500000,172,0.402296,0.996208,2,TRUE,TRUE,0.947547207827576,0.948538602021258,-0.0762216076908715,2,4.73766290911197,5
"8",56500001,5.7e+07,191,0.418788,0.997849,2,TRUE,TRUE,1.01037026259451,1.01078970003953,0.0154828683886005,2,5.05177333437385,5
"8",57000001,57500000,182,0.401712,0.992827,2,TRUE,TRUE,1.00402525503195,1.00517789702715,0.00745085309213666,2,5.02004878625754,5
"8",57500001,5.8e+07,166,0.386206,0.994621,2,TRUE,TRUE,0.950550961958468,0.952009359507729,-0.0709523376892177,2,4.75268144794198,5
"8",58000001,58500000,183,0.402156,0.990072,2,TRUE,TRUE,1.00848230708379,1.00904247327993,0.0129869025916181,2,5.04233370252931,5
"8",58500001,5.9e+07,197,0.384252,0.998444,2,TRUE,TRUE,1.13421142594083,1.13442294183367,0.18195861411372,2,5.67096959326238,5
"8",59000001,59500000,187,0.388792,0.994623,2,TRUE,TRUE,1.06349862712731,1.06513077449792,0.0910305723638234,2,5.31741105668418,5
"8",59500001,6e+07,163,0.38244,0.989,2,TRUE,TRUE,0.943240687680074,0.943584153841875,-0.0837769041244251,2,4.71613064074411,5
"8",60000001,60500000,176,0.368192,0.992264,2,TRUE,TRUE,1.0611649147338,1.06225459268456,0.0871295811931327,2,5.30574267482843,5
"8",60500001,6.1e+07,177,0.36136,0.99337,2,TRUE,TRUE,1.08731090696564,1.08868624248811,0.122588231715445,2,5.43647061808594,5
"8",61000001,61500000,178,0.40067,0.995777,2,TRUE,TRUE,0.984347734280936,0.985540933364253,-0.0210123016143212,2,4.92166270117891,5
"8",61500001,6.2e+07,195,0.416182,0.996765,2,TRUE,TRUE,1.03782959344039,1.03869302434683,0.0547693427028082,2,5.18906786934039,5
"8",62000001,62500000,177,0.397386,0.990171,2,TRUE,TRUE,0.986253702573478,0.986822510764358,-0.0191374690368311,2,4.93119239554234,5
"8",62500001,6.3e+07,161,0.376094,0.992431,2,TRUE,TRUE,0.949088686253992,0.95009738060515,-0.0738527042689698,2,4.74537018227546,5
"8",63000001,63500000,168,0.37155,0.997379,2,TRUE,TRUE,1.00329652189103,1.00389430286101,0.00560738007999013,2,5.0164051767953,5
"8",63500001,6.4e+07,191,0.380078,0.997386,2,TRUE,TRUE,1.11254806609205,1.11320794652327,0.154723112352759,2,5.56265446595847,5
"8",64000001,64500000,169,0.392428,0.99428,2,TRUE,TRUE,0.952893036925494,0.954285047802346,-0.0675078269523033,2,4.76439164201988,5
"8",64500001,6.5e+07,146,0.358184,0.989514,2,TRUE,TRUE,0.904369989719803,0.904763862031731,-0.144386788358923,2,4.52178015091481,5
"8",65000001,65500000,185,0.37412,0.99409,2,TRUE,TRUE,1.09685935508555,1.09841679799602,0.135425593780683,2,5.48421212175309,5
"8",65500001,6.6e+07,157,0.373542,0.996062,2,TRUE,TRUE,0.932344444225486,0.933372321855311,-0.0994754085089554,2,4.66165026442406,5
"8",66000001,66500000,202,0.391588,0.991883,2,TRUE,TRUE,1.14117445528408,1.14225275013779,0.191881916046364,2,5.70578420258429,5
"8",66500001,6.7e+07,173,0.402426,0.995372,2,TRUE,TRUE,0.952760211174214,0.954063694614394,-0.0678425091211106,2,4.76372752351474,5
"8",67000001,67500000,167,0.41305,0.997229,2,TRUE,TRUE,0.895648927250107,0.896234230090207,-0.158052266144859,2,4.47817551164259,5
"8",67500001,6.8e+07,182,0.402512,0.99419,2,TRUE,TRUE,1.00211924673918,1.00356374639106,0.00513225963161148,2,5.01051889189607,5
"8",68000001,68500000,186,0.391324,0.997461,2,TRUE,TRUE,1.05142690867398,1.05202021676561,0.0731624292948864,2,5.25705339609148,5
"8",68500001,6.9e+07,185,0.391052,0.992724,2,TRUE,TRUE,1.04643480072046,1.04761293380781,0.0671057763945055,2,5.23209324160598,5
"8",69000001,69500000,175,0.370158,0.986614,2,TRUE,TRUE,1.04926161639913,1.0502566985472,0.0707419873764543,2,5.24622710183071,5
"8",69500001,7e+07,180,0.36781,0.990241,2,TRUE,TRUE,1.08644647635326,1.08708941828035,0.120470613781884,2,5.43214853173931,5
"8",70000001,70500000,174,0.386966,0.991283,2,TRUE,TRUE,0.994301982845369,0.995113173462713,-0.00706748329287934,2,4.97143317574969,5
"8",70500001,7.1e+07,180,0.421416,0.99496,2,TRUE,TRUE,0.946461323109572,0.947906378734988,-0.0771835184690709,2,4.73223356932862,5
"8",71000001,71500000,188,0.392344,0.998463,2,TRUE,TRUE,1.06022905131823,1.06041903124698,0.0846344674710136,2,5.30106342997885,5
"8",71500001,7.2e+07,171,0.381926,0.989997,2,TRUE,TRUE,0.990951353209093,0.99148580587532,-0.0123359759278075,2,4.954680286164,5
"8",72000001,72500000,172,0.378468,0.992912,2,TRUE,TRUE,1.00665166067556,1.00782573312761,0.0112461986713647,2,5.03318061177422,5
"8",72500001,7.3e+07,195,0.38234,0.994087,2,TRUE,TRUE,1.12873164077495,1.13033361034643,0.176748637206365,2,5.64357109035317,5
"8",73000001,73500000,188,0.382844,0.988986,2,TRUE,TRUE,1.08668113514472,1.08708055586137,0.120458852265481,2,5.43332180758604,5
"8",73500001,7.4e+07,181,0.393558,0.986388,2,TRUE,TRUE,1.01786795200453,1.01888962411015,0.0269977734136921,2,5.08926120276546,5
"8",74000001,74500000,164,0.4113,0.996985,2,TRUE,TRUE,0.883369778120015,0.884029950849156,-0.177832846074315,2,4.41678071367525,5
"8",74500001,7.5e+07,197,0.400756,0.998057,2,TRUE,TRUE,1.08920168090669,1.08956677125456,0.123754610961465,2,5.44592434186459,5
"8",75000001,75500000,185,0.392568,0.994523,2,TRUE,TRUE,1.04276965085678,1.04434752672668,0.0626018763281099,2,5.2137677751574,5
"8",75500001,7.6e+07,152,0.367268,0.984256,2,TRUE,TRUE,0.918830448603495,0.920232959702562,-0.119928964953628,2,4.59408132930051,5
"8",76000001,76500000,148,0.359904,0.982716,2,TRUE,TRUE,0.912693809977865,0.914028816440691,-0.129688445270608,2,4.56339860978732,5
"8",76500001,7.7e+07,183,0.349568,0.990026,2,TRUE,TRUE,1.15791956924779,1.15855129147258,0.212321916723313,2,5.78950848004442,5
"8",77000001,77500000,162,0.348062,0.992214,2,TRUE,TRUE,1.02863598099184,1.02968118987611,0.0421977189797258,2,5.14310051664451,5
"8",77500001,7.8e+07,155,0.365668,0.997496,2,TRUE,TRUE,0.941066937507475,0.941585307154013,-0.0868362866832935,2,4.70526205764733,5
"8",78000001,78500000,148,0.340862,0.992491,2,TRUE,TRUE,0.95477581116816,0.955802876795167,-0.0652149850432274,2,4.77380536792401,5
"8",78500001,7.9e+07,153,0.346778,0.994845,2,TRUE,TRUE,0.974346689771767,0.975877486516778,-0.0352280543624793,2,4.87165825049607,5
"8",79000001,79500000,172,0.352618,0.995583,2,TRUE,TRUE,1.08043464753304,1.08182501963713,0.113467168558023,2,5.40208985162054,5
"8",79500001,8e+07,175,0.356514,0.997428,2,TRUE,TRUE,1.08864183544321,1.08926995618387,0.123361544672655,2,5.44312515775507,5
"8",80000001,80500000,149,0.369752,0.991998,2,TRUE,TRUE,0.89440697052721,0.895274222864092,-0.159598446733197,2,4.47196582388014,5
"8",80500001,8.1e+07,178,0.399216,0.994748,2,TRUE,TRUE,0.987646192912666,0.989188520607348,-0.0156825973339419,2,4.93815473976832,5
"8",81000001,81500000,192,0.417634,0.995607,2,TRUE,TRUE,1.01838265892826,1.01968376794096,0.0281218020396761,2,5.09183469765996,5
"8",81500001,8.2e+07,164,0.408482,0.995878,2,TRUE,TRUE,0.889476113031682,0.890519727380015,-0.167280523674925,2,4.4473119169574,5
"8",82000001,82500000,164,0.381936,0.991509,2,TRUE,TRUE,0.950359726024082,0.95118126254359,-0.0722077993808524,2,4.7517252830293,5
"8",82500001,8.3e+07,177,0.37424,0.995139,2,TRUE,TRUE,1.04907541732185,1.05060481057171,0.0712200955181336,2,5.24529612081479,5
"8",83000001,83500000,158,0.348894,0.992695,2,TRUE,TRUE,1.00130765548176,1.00242873290065,0.00349967274446189,2,5.00646099824616,5
"8",83500001,8.4e+07,156,0.34038,0.999075,2,TRUE,TRUE,1.00740067738598,1.00734438596899,0.0105569891943994,2,5.03692563751856,5
"8",84000001,84500000,166,0.35091,0.990021,2,TRUE,TRUE,1.04703181076895,1.04760191101035,0.0670905965333287,2,5.23507824577229,5
"8",84500001,8.5e+07,157,0.354926,0.994427,2,TRUE,TRUE,0.980596165639943,0.982059689063285,-0.0261173814486265,2,4.9029051475134,5
"8",85000001,85500000,158,0.348622,0.988021,2,TRUE,TRUE,1.00194014818211,1.00254508672567,0.00366711940624902,2,5.00962341293324,5
"8",85500001,8.6e+07,161,0.36357,0.985937,2,TRUE,TRUE,0.983099488563638,0.984194914083225,-0.0229840336579479,2,4.91542156892982,5
"8",86000001,86500000,177,0.384336,0.999037,2,TRUE,TRUE,1.01882291611015,1.01878085346686,0.026843751583821,2,5.09403594959111,5
"8",87000001,87500000,161,0.38349,0.999382,2,TRUE,TRUE,0.928930169607521,0.928768765090492,-0.106608640348371,2,4.64457915484194,5
"8",87500001,8.8e+07,169,0.374312,0.992678,2,TRUE,TRUE,1.00145679356791,1.00257437420098,0.00370926442177023,2,5.00720667716671,5
"8",88000001,88500000,146,0.355106,0.982217,2,TRUE,TRUE,0.911479756180178,0.912601828190738,-0.131942550988665,2,4.55732843449742,5
"8",88500001,8.9e+07,205,0.361108,0.993107,2,TRUE,TRUE,1.26016799428769,1.26169063603589,0.335358207808184,2,6.30074271389041,5
"8",89000001,89500000,169,0.35673,0.988878,2,TRUE,TRUE,1.05073896416505,1.05115294506012,0.0719725998673947,2,5.25361372664119,5
"8",89500001,9e+07,160,0.351856,0.985105,2,TRUE,TRUE,1.00690806454213,1.00823537737351,0.0118324822191608,2,5.03446261131828,5
"8",90000001,90500000,155,0.357972,0.990357,2,TRUE,TRUE,0.960640841559699,0.961233289983152,-0.0570414813114472,2,4.80313006722898,5
"8",90500001,9.1e+07,181,0.377698,0.987142,2,TRUE,TRUE,1.06180275193157,1.06267239030002,0.087696899092058,2,5.30893181159013,5
"8",91000001,91500000,166,0.375444,0.996917,2,TRUE,TRUE,0.980463606941023,0.981221985169441,-0.0273485357374765,2,4.90224236424945,5
"8",91500001,9.2e+07,185,0.377048,0.997545,2,TRUE,TRUE,1.08741940541272,1.08799790512879,0.1216757787728,2,5.43701310194766,5
"8",92000001,92500000,167,0.364094,0.991431,2,TRUE,TRUE,1.01827757884219,1.01914074319108,0.0273533012413251,2,5.09130930533948,5
"8",92500001,9.3e+07,185,0.377564,0.969443,2,TRUE,TRUE,1.08571103851588,1.08108325981401,0.112477636759131,2,5.42847139931222,5
"8",93000001,93500000,179,0.3799,0.993267,2,TRUE,TRUE,1.04318450051073,1.04448089140134,0.0627860987882685,2,5.21584199140982,5
"8",93500001,9.4e+07,166,0.35815,0.998353,2,TRUE,TRUE,1.02834595497984,1.02857368186522,0.0406451450092228,2,5.14165040896818,5
"8",94000001,94500000,179,0.385536,0.989179,2,TRUE,TRUE,1.02688857741912,1.02726188424095,0.0388040209278723,2,5.13436363364244,5
"8",94500001,9.5e+07,206,0.405998,0.997115,2,TRUE,TRUE,1.12438970856579,1.1251737863326,0.170147847057384,2,5.62186176441008,5
"8",95000001,95500000,178,0.405346,0.995717,2,TRUE,TRUE,0.97319006020106,0.974392214199317,-0.0374254893328857,2,4.86587519190917,5
"8",95500001,9.6e+07,175,0.41511,0.997342,2,TRUE,TRUE,0.933800237277703,0.934369896240448,-0.0979343010249951,2,4.6689291173296,5
