"Chromosome","Strand","Bin","Allele","Clone"
"9",1,84,"A",1
"9",1,85,"A",1
"9",1,86,"A",1
"9",1,87,"A",1
"9",1,88,"A",1
"9",1,89,"A",1
"9",1,90,"A",1
"9",1,91,"A",1
"9",1,92,"A",1
"9",1,93,"A",1
"9",1,94,"A",1
"9",1,95,"A",1
"9",1,96,"A",1
"9",1,97,"A",1
"9",1,98,"A",1
"9",1,99,"A",1
"9",1,100,"A",1
"9",1,101,"A",1
"9",1,102,"A",1
"9",1,103,"A",1
"9",1,104,"A",1
"9",1,105,"A",1
"9",1,106,"A",1
"9",1,107,"A",1
"9",1,108,"A",1
"9",1,109,"A",1
"9",1,110,"A",1
"9",1,111,"A",1
"9",1,112,"A",1
"9",1,113,"A",1
"9",1,114,"A",1
"9",1,115,"A",1
"9",1,116,"A",1
"9",1,117,"A",1
"9",1,118,"A",1
"9",1,119,"A",1
"9",1,120,"A",1
"9",1,121,"A",1
"9",1,122,"A",1
"9",1,123,"A",1
"9",1,124,"A",1
"9",1,125,"A",1
"9",1,126,"A",1
"9",1,127,"A",1
"9",1,128,"A",1
"9",1,129,"A",1
"9",1,130,"A",1
"9",1,131,"A",1
"9",1,132,"A",1
"9",1,133,"A",1
"9",1,134,"A",1
"9",1,135,"A",1
"9",1,136,"A",1
"9",1,137,"A",1
"9",1,138,"A",1
"9",1,139,"A",1
"9",1,140,"A",1
"9",1,141,"A",1
"9",1,142,"A",1
"9",1,143,"A",1
"9",1,144,"A",1
"9",1,145,"A",1
"9",1,146,"A",1
"9",1,147,"A",1
"9",1,148,"A",1
"9",1,149,"A",1
"9",1,150,"A",1
"9",1,151,"A",1
"9",1,152,"A",1
"9",1,153,"A",1
"9",1,154,"A",1
"9",1,155,"A",1
"9",1,156,"A",1
"9",1,157,"A",1
"9",1,158,"A",1
"9",1,159,"A",1
"9",1,160,"A",1
"9",1,161,"A",1
"9",1,162,"A",1
"9",1,163,"A",1
"9",1,164,"A",1
"9",1,165,"A",1
"9",1,166,"A",1
"9",1,167,"A",1
"9",1,168,"A",1
"9",1,169,"A",1
"9",1,170,"A",1
"9",1,171,"A",1
"9",1,172,"A",1
"9",1,173,"A",1
"9",1,174,"A",1
"9",1,175,"A",1
"9",1,176,"A",1
"9",1,177,"A",1
"9",1,178,"A",1
"9",1,179,"A",1
"9",1,180,"A",1
"9",1,181,"A",1
"9",1,182,"A",1
"9",1,183,"A",1
"9",1,184,"A",1
"9",1,185,"A",1
"9",1,186,"A",1
"9",1,187,"A",1
"9",1,188,"A",1
"9",1,189,"A",1
"9",1,190,"A",1
"9",1,191,"A",1
"9",1,192,"A",1
"9",1,193,"A",1
"9",1,194,"A",1
"9",1,195,"A",1
"9",1,196,"A",1
"9",1,197,"A",1
"9",1,198,"A",1
"9",1,199,"A",1
"9",1,200,"A",1
"9",1,201,"A",1
"9",1,202,"A",1
"9",1,203,"A",1
"9",1,204,"A",1
"9",1,205,"A",1
"9",1,206,"A",1
"9",1,207,"A",1
"9",1,208,"A",1
"9",1,209,"A",1
"9",1,210,"A",1
"9",1,211,"A",1
"9",1,212,"A",1
"9",1,213,"A",1
"9",1,214,"A",1
"9",1,215,"A",1
"9",1,216,"A",1
"9",1,217,"A",1
"9",1,218,"A",1
"9",1,219,"A",1
"9",1,220,"A",1
"9",1,221,"A",1
"9",1,222,"A",1
"9",1,223,"A",1
"9",1,224,"A",1
"9",1,225,"A",1
"9",1,226,"A",1
"9",1,227,"A",1
"9",1,228,"A",1
"9",1,229,"A",1
"9",1,230,"A",1
"9",1,231,"A",1
"9",1,232,"A",1
"9",1,233,"A",1
"9",1,234,"A",1
"9",1,235,"A",1
"9",1,236,"A",1
"9",1,237,"A",1
"9",1,238,"A",1
"9",1,239,"A",1
"9",1,240,"A",1
"9",1,241,"A",1
"9",1,242,"A",1
"9",1,243,"A",1
"9",1,244,"A",1
"9",1,245,"A",1
"9",1,246,"A",1
"9",1,247,"A",1
"9",1,248,"A",1
"9",1,249,"A",1
"9",1,250,"A",1
"9",1,251,"A",1
"9",1,252,"A",1
"9",1,253,"A",1
"9",1,254,"A",1
"9",1,255,"A",1
"9",1,256,"A",1
"9",1,257,"A",1
"9",1,258,"A",1
"9",1,259,"A",1
"9",1,260,"A",1
"9",1,261,"A",1
"9",1,262,"A",1
"9",1,263,"A",1
"9",1,264,"A",1
"9",1,265,"A",1
"9",1,266,"A",1
"9",1,267,"A",1
"9",1,268,"A",1
"9",1,269,"A",1
"9",1,270,"A",1
"9",1,271,"A",1
"9",1,272,"A",1
"9",1,273,"A",1
"9",1,274,"A",1
"9",1,275,"A",1
"9",1,276,"A",1
"9",1,277,"A",1
"10",1,1,"A",1
"10",1,2,"A",1
"10",1,3,"A",1
"10",1,4,"A",1
"10",1,5,"A",1
"10",1,6,"A",1
"10",1,7,"A",1
"10",1,8,"A",1
"10",1,9,"A",1
"10",1,10,"A",1
"10",1,11,"A",1
"10",1,12,"A",1
"10",1,13,"A",1
"10",1,14,"A",1
"10",1,15,"A",1
"10",1,16,"A",1
"10",1,17,"A",1
"10",1,18,"A",1
"10",1,19,"A",1
"10",1,20,"A",1
"10",1,21,"A",1
"10",1,22,"A",1
"10",1,23,"A",1
"10",1,24,"A",1
"10",1,25,"A",1
"10",1,26,"A",1
"10",1,27,"A",1
"10",1,28,"A",1
"10",1,29,"A",1
"10",1,30,"A",1
"10",1,31,"A",1
"10",1,32,"A",1
"10",1,33,"A",1
"10",1,34,"A",1
"10",1,35,"A",1
"10",1,36,"A",1
"10",1,37,"A",1
"10",1,38,"A",1
"10",1,39,"A",1
"10",1,40,"A",1
"10",1,41,"A",1
"10",1,42,"A",1
"10",1,43,"A",1
"10",1,44,"A",1
"10",1,45,"A",1
"10",1,46,"A",1
"10",1,47,"A",1
"10",1,48,"A",1
"10",1,49,"A",1
"10",1,50,"A",1
"10",1,51,"A",1
"10",1,52,"A",1
"10",1,53,"A",1
"10",1,54,"A",1
"10",1,55,"A",1
"10",1,56,"A",1
"10",1,57,"A",1
"10",1,58,"A",1
"10",1,59,"A",1
"10",1,60,"A",1
"10",1,61,"A",1
"10",1,62,"A",1
"10",1,63,"A",1
"10",1,64,"A",1
"10",1,65,"A",1
"10",1,66,"A",1
"10",1,67,"A",1
"10",1,68,"A",1
"10",1,69,"A",1
"10",1,70,"A",1
"10",1,71,"A",1
"10",1,72,"A",1
"10",1,73,"A",1
"10",1,74,"A",1
"10",1,75,"A",1
"10",1,76,"A",1
"10",1,77,"A",1
"10",1,78,"A",1
"10",1,79,"A",1
"10",1,80,"A",1
"10",1,81,"A",1
"10",1,82,"A",1
"10",1,83,"A",1
"10",1,84,"A",1
"10",1,85,"A",1
"10",1,86,"A",1
"10",1,87,"A",1
"10",1,88,"A",1
"10",1,89,"A",1
"10",1,90,"A",1
"10",1,91,"A",1
"10",1,92,"A",1
"10",1,93,"A",1
"10",1,94,"A",1
"10",1,95,"A",1
"10",1,96,"A",1
"10",1,97,"A",1
"10",1,98,"A",1
"10",1,99,"A",1
"10",1,100,"A",1
"10",1,101,"A",1
"10",1,102,"A",1
"10",1,103,"A",1
"10",1,104,"A",1
"10",1,105,"A",1
"10",1,106,"A",1
"10",1,107,"A",1
"10",1,108,"A",1
"10",1,109,"A",1
"10",1,110,"A",1
"10",1,111,"A",1
"10",1,112,"A",1
"10",1,113,"A",1
"10",1,114,"A",1
"10",1,115,"A",1
"10",1,116,"A",1
"10",1,117,"A",1
"10",1,118,"A",1
"10",1,119,"A",1
"10",1,120,"A",1
"10",1,121,"A",1
"10",1,122,"A",1
"10",1,123,"A",1
"10",1,124,"A",1
"10",1,125,"A",1
"10",1,126,"A",1
"10",1,127,"A",1
"10",1,128,"A",1
"10",1,129,"A",1
"10",1,130,"A",1
"10",1,131,"A",1
"10",1,132,"A",1
"10",1,133,"A",1
"10",1,134,"A",1
"10",1,135,"A",1
"10",1,136,"A",1
"10",1,137,"A",1
"10",1,138,"A",1
"10",1,139,"A",1
"10",1,140,"A",1
"10",1,141,"A",1
"10",1,142,"A",1
"10",1,143,"A",1
"10",1,144,"A",1
"10",1,145,"A",1
"10",1,146,"A",1
"10",1,147,"A",1
"10",1,148,"A",1
"10",1,149,"A",1
"10",1,150,"A",1
"10",1,151,"A",1
"10",1,152,"A",1
"10",1,153,"A",1
"10",1,154,"A",1
"10",1,155,"A",1
"10",1,156,"A",1
"10",1,157,"A",1
"10",1,158,"A",1
"10",1,159,"A",1
"10",1,160,"A",1
"10",1,161,"A",1
"10",1,162,"A",1
"10",1,163,"A",1
"10",1,164,"A",1
"10",1,165,"A",1
"10",1,166,"A",1
"10",1,167,"A",1
"10",1,168,"A",1
"10",1,169,"A",1
"10",1,170,"A",1
"10",1,171,"A",1
"10",1,172,"A",1
"10",1,173,"A",1
"10",1,174,"A",1
"10",1,175,"A",1
"10",1,176,"A",1
"10",1,177,"A",1
"10",1,178,"A",1
"10",1,179,"A",1
"10",1,180,"A",1
"10",1,181,"A",1
"10",1,182,"A",1
"10",1,183,"A",1
"10",1,184,"A",1
"10",1,185,"A",1
"10",1,186,"A",1
"10",1,187,"A",1
"10",1,188,"A",1
"10",1,189,"A",1
"10",1,190,"A",1
"10",1,191,"A",1
"10",1,192,"A",1
"10",1,193,"A",1
"10",1,194,"A",1
"10",1,195,"A",1
"10",1,196,"A",1
"10",1,197,"A",1
"10",1,198,"A",1
"10",1,199,"A",1
"10",1,200,"A",1
"10",1,201,"A",1
"10",1,202,"A",1
"10",1,203,"A",1
"10",1,204,"A",1
"10",1,205,"A",1
"10",1,206,"A",1
"10",1,207,"A",1
"10",1,208,"A",1
"10",1,209,"A",1
"10",1,210,"A",1
"10",1,211,"A",1
"10",1,212,"A",1
"10",1,213,"A",1
"10",1,214,"A",1
"10",1,215,"A",1
"10",1,216,"A",1
"10",1,217,"A",1
"10",1,218,"A",1
"10",1,219,"A",1
"10",1,220,"A",1
"10",1,221,"A",1
"10",1,222,"A",1
"10",1,223,"A",1
"10",1,224,"A",1
"10",1,225,"A",1
"10",1,226,"A",1
"10",1,227,"A",1
"10",1,228,"A",1
"10",1,229,"A",1
"10",1,230,"A",1
"10",1,231,"A",1
"10",1,232,"A",1
"10",1,233,"A",1
"10",1,234,"A",1
"10",1,235,"A",1
"10",1,236,"A",1
"10",1,237,"A",1
"10",1,238,"A",1
"10",1,239,"A",1
"10",1,240,"A",1
"10",1,241,"A",1
"10",1,242,"A",1
"10",1,243,"A",1
"10",1,244,"A",1
"10",1,245,"A",1
"10",1,246,"A",1
"10",1,247,"A",1
"10",1,248,"A",1
"10",1,249,"A",1
"10",1,250,"A",1
"10",1,251,"A",1
"10",1,252,"A",1
"10",1,253,"A",1
"10",1,254,"A",1
"10",1,255,"A",1
"10",1,256,"A",1
"10",1,257,"A",1
"10",1,258,"A",1
"10",1,259,"A",1
"10",1,260,"A",1
"10",1,261,"A",1
"10",1,262,"A",1
"10",1,263,"A",1
"10",1,264,"A",1
"10",1,265,"A",1
"10",1,266,"A",1
"10",1,267,"A",1
"10",1,268,"A",1
"11",1,1,"A",1
"11",1,2,"A",1
"11",1,3,"A",1
"11",1,4,"A",1
"11",1,5,"A",1
"11",1,6,"A",1
"11",1,7,"A",1
"11",1,8,"A",1
"11",1,9,"A",1
"11",1,10,"A",1
"11",1,11,"A",1
"11",1,12,"A",1
"11",1,13,"A",1
"11",1,14,"A",1
"11",1,15,"A",1
"11",1,16,"A",1
"11",1,17,"A",1
"11",1,18,"A",1
"11",1,19,"A",1
"11",1,20,"A",1
"11",1,21,"A",1
"11",1,22,"A",1
"11",1,23,"A",1
"11",1,24,"A",1
"11",1,25,"A",1
"11",1,26,"A",1
"11",1,27,"A",1
"11",1,28,"A",1
"11",1,29,"A",1
"11",1,30,"A",1
"11",1,31,"A",1
"11",1,32,"A",1
"11",1,33,"A",1
"11",1,34,"A",1
"11",1,35,"A",1
"11",1,36,"A",1
"11",1,37,"A",1
"11",1,38,"A",1
"11",1,39,"A",1
"11",1,40,"A",1
"11",1,41,"A",1
"11",1,42,"A",1
"11",1,43,"A",1
"11",1,44,"A",1
"11",1,45,"A",1
"11",1,46,"A",1
"11",1,47,"A",1
"11",1,48,"A",1
"11",1,49,"A",1
"11",1,50,"A",1
"11",1,51,"A",1
"11",1,52,"A",1
"11",1,53,"A",1
"11",1,54,"A",1
"11",1,55,"A",1
"11",1,56,"A",1
"11",1,57,"A",1
"11",1,58,"A",1
"11",1,59,"A",1
"11",1,60,"A",1
"11",1,61,"A",1
"11",1,62,"A",1
"11",1,63,"A",1
"11",1,64,"A",1
"11",1,65,"A",1
"11",1,66,"A",1
"11",1,67,"A",1
"11",1,68,"A",1
"11",1,69,"A",1
"11",1,70,"A",1
"11",1,71,"A",1
"11",1,72,"A",1
"11",1,73,"A",1
"11",1,74,"A",1
"11",1,75,"A",1
"11",1,76,"A",1
"11",1,77,"A",1
"11",1,78,"A",1
"11",1,79,"A",1
"11",1,80,"A",1
"11",1,81,"A",1
"11",1,82,"A",1
"11",1,83,"A",1
"11",1,84,"A",1
"11",1,85,"A",1
"11",1,86,"A",1
"11",1,87,"A",1
"11",1,88,"A",1
"11",1,89,"A",1
"11",1,90,"A",1
"11",1,91,"A",1
"11",1,92,"A",1
"11",1,93,"A",1
"11",1,94,"A",1
"11",1,95,"A",1
"11",1,96,"A",1
"11",1,97,"A",1
"11",1,98,"A",1
"11",1,99,"A",1
"11",1,100,"A",1
"11",1,101,"A",1
"11",1,102,"A",1
"11",1,103,"A",1
"11",1,104,"A",1
"11",1,105,"A",1
"11",1,106,"A",1
"11",1,107,"A",1
"11",1,108,"A",1
"11",1,109,"A",1
"11",1,110,"A",1
"11",1,111,"A",1
"11",1,112,"A",1
"11",1,113,"A",1
"11",1,114,"A",1
"11",1,115,"A",1
"11",1,116,"A",1
"11",1,117,"A",1
"11",1,118,"A",1
"11",1,119,"A",1
"11",1,120,"A",1
"11",1,121,"A",1
"11",1,122,"A",1
"11",1,123,"A",1
"11",1,124,"A",1
"11",1,125,"A",1
"11",1,126,"A",1
"11",1,127,"A",1
"11",1,128,"A",1
"11",1,129,"A",1
"11",1,130,"A",1
"11",1,131,"A",1
"11",1,132,"A",1
"11",1,133,"A",1
"11",1,134,"A",1
"11",1,135,"A",1
"11",1,136,"A",1
"11",1,137,"A",1
"11",1,138,"A",1
"11",1,139,"A",1
"11",1,140,"A",1
"11",1,141,"A",1
"11",1,142,"A",1
"11",1,143,"A",1
"11",1,144,"A",1
"11",1,145,"A",1
"11",1,146,"A",1
"11",1,147,"A",1
"11",1,148,"A",1
"11",1,149,"A",1
"11",1,150,"A",1
"11",1,151,"A",1
"11",1,152,"A",1
"11",1,153,"A",1
"11",1,154,"A",1
"11",1,155,"A",1
"11",1,156,"A",1
"11",1,157,"A",1
"11",1,158,"A",1
"11",1,159,"A",1
"11",1,160,"A",1
"11",1,161,"A",1
"11",1,162,"A",1
"11",1,163,"A",1
"11",1,164,"A",1
"11",1,165,"A",1
"11",1,166,"A",1
"11",1,167,"A",1
"11",1,168,"A",1
"11",1,169,"A",1
"11",1,170,"A",1
"11",1,171,"A",1
"11",1,172,"A",1
"11",1,173,"A",1
"11",1,174,"A",1
"11",1,175,"A",1
"11",1,176,"A",1
"11",1,177,"A",1
"11",1,178,"A",1
"11",1,179,"A",1
"11",1,180,"A",1
"11",1,181,"A",1
"11",1,182,"A",1
"11",1,183,"A",1
"11",1,184,"A",1
"11",1,185,"A",1
"11",1,186,"A",1
"11",1,187,"A",1
"11",1,188,"A",1
"11",1,189,"A",1
"11",1,190,"A",1
"11",1,191,"A",1
"11",1,192,"A",1
"11",1,193,"A",1
"11",1,194,"A",1
"11",1,195,"A",1
"11",1,196,"A",1
"11",1,197,"A",1
"11",1,198,"A",1
"11",1,199,"A",1
"11",1,200,"A",1
"11",1,201,"A",1
"11",1,202,"A",1
"11",1,203,"A",1
"11",1,204,"A",1
"11",1,205,"A",1
"11",1,206,"A",1
"11",1,207,"A",1
"11",1,208,"A",1
"11",1,209,"A",1
"11",1,210,"A",1
"11",1,211,"A",1
"11",1,212,"A",1
"11",1,213,"A",1
"11",1,214,"A",1
"11",1,215,"A",1
"11",1,216,"A",1
"11",1,217,"A",1
"11",1,218,"A",1
"11",1,219,"A",1
"11",1,220,"A",1
"11",1,221,"A",1
"11",1,222,"A",1
"11",1,223,"A",1
"11",1,224,"A",1
"11",1,225,"A",1
"11",1,226,"A",1
"11",1,227,"A",1
"11",1,228,"A",1
"11",1,229,"A",1
"11",1,230,"A",1
"11",1,231,"A",1
"11",1,232,"A",1
"11",1,233,"A",1
"11",1,234,"A",1
"11",1,235,"A",1
"11",1,236,"A",1
"11",1,237,"A",1
"11",1,238,"A",1
"11",1,239,"A",1
"11",1,240,"A",1
"11",1,241,"A",1
"11",1,242,"A",1
"11",1,243,"A",1
"11",1,244,"A",1
"11",1,245,"A",1
"11",1,246,"A",1
"11",1,247,"A",1
"11",1,248,"A",1
"11",1,249,"A",1
"11",1,250,"A",1
"11",1,251,"A",1
"11",1,252,"A",1
"11",1,253,"A",1
"11",1,254,"A",1
"11",1,255,"A",1
"11",1,256,"A",1
"11",1,257,"A",1
"11",1,258,"A",1
"11",1,259,"A",1
"11",1,260,"A",1
"11",1,261,"A",1
"11",1,262,"A",1
"11",1,263,"A",1
"11",1,264,"A",1
"11",1,265,"A",1
"11",1,266,"A",1
"11",1,267,"A",1
"11",1,268,"A",1
"11",1,269,"A",1
"11",1,270,"A",1
"11",1,271,"A",1
"12",1,1,"A",1
"12",1,2,"A",1
"12",1,3,"A",1
"12",1,4,"A",1
"12",1,5,"A",1
"12",1,6,"A",1
"12",1,7,"A",1
"12",1,8,"A",1
"12",1,9,"A",1
"12",1,10,"A",1
"12",1,11,"A",1
"12",1,12,"A",1
"12",1,13,"A",1
"12",1,14,"A",1
"12",1,15,"A",1
"12",1,16,"A",1
"12",1,17,"A",1
"12",1,18,"A",1
"12",1,19,"A",1
"12",1,20,"A",1
"12",1,21,"A",1
"12",1,22,"A",1
"12",1,23,"A",1
"12",1,24,"A",1
"12",1,25,"A",1
"12",1,26,"A",1
"12",1,27,"A",1
"12",1,28,"A",1
"12",1,29,"A",1
"12",1,30,"A",1
"12",1,31,"A",1
"12",1,32,"A",1
"12",1,33,"A",1
"12",1,34,"A",1
"12",1,35,"A",1
"12",1,36,"A",1
"12",1,37,"A",1
"12",1,38,"A",1
"12",1,39,"A",1
"12",1,40,"A",1
"12",1,41,"A",1
"12",1,42,"A",1
"12",1,43,"A",1
"12",1,44,"A",1
"12",1,45,"A",1
"12",1,46,"A",1
"12",1,47,"A",1
"12",1,48,"A",1
"12",1,49,"A",1
"12",1,50,"A",1
"12",1,51,"A",1
"12",1,52,"A",1
"12",1,53,"A",1
"12",1,54,"A",1
"12",1,55,"A",1
"12",1,56,"A",1
"12",1,57,"A",1
"12",1,58,"A",1
"12",1,59,"A",1
"12",1,60,"A",1
"12",1,61,"A",1
"12",1,62,"A",1
"12",1,63,"A",1
"12",1,64,"A",1
"12",1,65,"A",1
"12",1,66,"A",1
"12",1,67,"A",1
"12",1,68,"A",1
"12",1,69,"A",1
"12",1,70,"A",1
"12",1,71,"A",1
"12",1,72,"A",1
"12",1,73,"A",1
"12",1,74,"A",1
"12",1,75,"A",1
"12",1,76,"A",1
"12",1,77,"A",1
"12",1,78,"A",1
"12",1,79,"A",1
"12",1,80,"A",1
"12",1,81,"A",1
"12",1,82,"A",1
"12",1,83,"A",1
"12",1,84,"A",1
"12",1,85,"A",1
"12",1,86,"A",1
"12",1,87,"A",1
"12",1,88,"A",1
"12",1,89,"A",1
"12",1,90,"A",1
"12",1,91,"A",1
"12",1,92,"A",1
"12",1,93,"A",1
"12",1,94,"A",1
"12",1,95,"A",1
"12",1,96,"A",1
"12",1,97,"A",1
"12",1,98,"A",1
"12",1,99,"A",1
"12",1,100,"A",1
"12",1,101,"A",1
"12",1,102,"A",1
"12",1,103,"A",1
"12",1,104,"A",1
"12",1,105,"A",1
"12",1,106,"A",1
"12",1,107,"A",1
"12",1,108,"A",1
"12",1,109,"A",1
"12",1,110,"A",1
"12",1,111,"A",1
"12",1,112,"A",1
"12",1,113,"A",1
"12",1,114,"A",1
"12",1,115,"A",1
"12",1,116,"A",1
"12",1,117,"A",1
"12",1,118,"A",1
"12",1,119,"A",1
"12",1,120,"A",1
"12",1,121,"A",1
"12",1,122,"A",1
"12",1,123,"A",1
"12",1,124,"A",1
"12",1,125,"A",1
"12",1,126,"A",1
"12",1,127,"A",1
"12",1,128,"A",1
"12",1,129,"A",1
"12",1,130,"A",1
"12",1,131,"A",1
"12",1,132,"A",1
"12",1,133,"A",1
"12",1,134,"A",1
"12",1,135,"A",1
"12",1,136,"A",1
"12",1,137,"A",1
"12",1,138,"A",1
"12",1,139,"A",1
"12",1,140,"A",1
"12",1,141,"A",1
"12",1,142,"A",1
"12",1,143,"A",1
"12",1,144,"A",1
"12",1,145,"A",1
"12",1,146,"A",1
"12",1,147,"A",1
"12",1,148,"A",1
"12",1,149,"A",1
"12",1,150,"A",1
"12",1,151,"A",1
"12",1,152,"A",1
"12",1,153,"A",1
"12",1,154,"A",1
"12",1,155,"A",1
"12",1,156,"A",1
"12",1,157,"A",1
"12",1,158,"A",1
"12",1,159,"A",1
"12",1,160,"A",1
"12",1,161,"A",1
"12",1,162,"A",1
"12",1,163,"A",1
"12",1,164,"A",1
"12",1,165,"A",1
"12",1,166,"A",1
"12",1,167,"A",1
"12",1,168,"A",1
"12",1,169,"A",1
"12",1,170,"A",1
"12",1,171,"A",1
"12",1,172,"A",1
"12",1,173,"A",1
"12",1,174,"A",1
"12",1,175,"A",1
"12",1,176,"A",1
"12",1,177,"A",1
"12",1,178,"A",1
"12",1,179,"A",1
"12",1,180,"A",1
"12",1,181,"A",1
"12",1,182,"A",1
"12",1,183,"A",1
"12",1,184,"A",1
"12",1,185,"A",1
"12",1,186,"A",1
"12",1,187,"A",1
"12",1,188,"A",1
"12",1,189,"A",1
"12",1,190,"A",1
"12",1,191,"A",1
"12",1,192,"A",1
"12",1,193,"A",1
"12",1,194,"A",1
"12",1,195,"A",1
"12",1,196,"A",1
"12",1,197,"A",1
"12",1,198,"A",1
"12",1,199,"A",1
"12",1,200,"A",1
"12",1,201,"A",1
"12",1,202,"A",1
"12",1,203,"A",1
"12",1,204,"A",1
"12",1,205,"A",1
"12",1,206,"A",1
"12",1,207,"A",1
"12",1,208,"A",1
"12",1,209,"A",1
"12",1,210,"A",1
"12",1,211,"A",1
"12",1,212,"A",1
"12",1,213,"A",1
"12",1,214,"A",1
"12",1,215,"A",1
"12",1,216,"A",1
"12",1,217,"A",1
"12",1,218,"A",1
"12",1,219,"A",1
"12",1,220,"A",1
"12",1,221,"A",1
"12",1,222,"A",1
"12",1,223,"A",1
"12",1,224,"A",1
"12",1,225,"A",1
"12",1,226,"A",1
"12",1,227,"A",1
"12",1,228,"A",1
"12",1,229,"A",1
"12",1,230,"A",1
"12",1,231,"A",1
"12",1,232,"A",1
"12",1,233,"A",1
"12",1,234,"A",1
"12",1,235,"A",1
"12",1,236,"A",1
"12",1,237,"A",1
"12",1,238,"A",1
"12",1,239,"A",1
"12",1,240,"A",1
"12",1,241,"A",1
"12",1,242,"A",1
"12",1,243,"A",1
"12",1,244,"A",1
"12",1,245,"A",1
"12",1,246,"A",1
"12",1,247,"A",1
"12",1,248,"A",1
"12",1,249,"A",1
"12",1,250,"A",1
"12",1,251,"A",1
"12",1,252,"A",1
"12",1,253,"A",1
"12",1,254,"A",1
"12",1,255,"A",1
"12",1,256,"A",1
"12",1,257,"A",1
"12",1,258,"A",1
"12",1,259,"A",1
"12",1,260,"A",1
"12",1,261,"A",1
"12",1,262,"A",1
"12",1,263,"A",1
"12",1,264,"A",1
"12",1,265,"A",1
"12",1,266,"A",1
"12",1,267,"A",1
"13",1,1,"A",1
"13",1,2,"A",1
"13",1,3,"A",1
"13",1,4,"A",1
"13",1,5,"A",1
"13",1,6,"A",1
"13",1,7,"A",1
"13",1,8,"A",1
"13",1,9,"A",1
"13",1,10,"A",1
"13",1,11,"A",1
"13",1,12,"A",1
"13",1,13,"A",1
"13",1,14,"A",1
"13",1,15,"A",1
"13",1,16,"A",1
"13",1,17,"A",1
"13",1,18,"A",1
"13",1,19,"A",1
"13",1,20,"A",1
"13",1,21,"A",1
"13",1,22,"A",1
"13",1,23,"A",1
"13",1,24,"A",1
"13",1,25,"A",1
"13",1,26,"A",1
"13",1,27,"A",1
"13",1,28,"A",1
"13",1,29,"A",1
"13",1,30,"A",1
"13",1,31,"A",1
"13",1,32,"A",1
"13",1,33,"A",1
"13",1,34,"A",1
"13",1,35,"A",1
"13",1,36,"A",1
"13",1,37,"A",1
"13",1,38,"A",1
"13",1,39,"A",1
"13",1,40,"A",1
"13",1,41,"A",1
"13",1,42,"A",1
"13",1,43,"A",1
"13",1,44,"A",1
"13",1,45,"A",1
"13",1,46,"A",1
"13",1,47,"A",1
"13",1,48,"A",1
"13",1,49,"A",1
"13",1,50,"A",1
"13",1,51,"A",1
"13",1,52,"A",1
"13",1,53,"A",1
"13",1,54,"A",1
"13",1,55,"A",1
"13",1,56,"A",1
"13",1,57,"A",1
"13",1,58,"A",1
"13",1,59,"A",1
"13",1,60,"A",1
"13",1,61,"A",1
"13",1,62,"A",1
"13",1,63,"A",1
"13",1,64,"A",1
"13",1,65,"A",1
"13",1,66,"A",1
"13",1,67,"A",1
"13",1,68,"A",1
"13",1,69,"A",1
"13",1,70,"A",1
"13",1,71,"A",1
"13",1,72,"A",1
"13",1,73,"A",1
"13",1,74,"A",1
"13",1,75,"A",1
"13",1,76,"A",1
"13",1,77,"A",1
"13",1,78,"A",1
"13",1,79,"A",1
"13",1,80,"A",1
"13",1,81,"A",1
"13",1,82,"A",1
"13",1,83,"A",1
"13",1,84,"A",1
"13",1,85,"A",1
"13",1,86,"A",1
"13",1,87,"A",1
"13",1,88,"A",1
"13",1,89,"A",1
"13",1,90,"A",1
"13",1,91,"A",1
"13",1,92,"A",1
"13",1,93,"A",1
"13",1,94,"A",1
"13",1,95,"A",1
"13",1,96,"A",1
"13",1,97,"A",1
"13",1,98,"A",1
"13",1,99,"A",1
"13",1,100,"A",1
"13",1,101,"A",1
"13",1,102,"A",1
"13",1,103,"A",1
"13",1,104,"A",1
"13",1,105,"A",1
"13",1,106,"A",1
"13",1,107,"A",1
"13",1,108,"A",1
"13",1,109,"A",1
"13",1,110,"A",1
"13",1,111,"A",1
"13",1,112,"A",1
"13",1,113,"A",1
"13",1,114,"A",1
"13",1,115,"A",1
"13",1,116,"A",1
"13",1,117,"A",1
"13",1,118,"A",1
"13",1,119,"A",1
"13",1,120,"A",1
"13",1,121,"A",1
"13",1,122,"A",1
"13",1,123,"A",1
"13",1,124,"A",1
"13",1,125,"A",1
"13",1,126,"A",1
"13",1,127,"A",1
"13",1,128,"A",1
"13",1,129,"A",1
"13",1,130,"A",1
"13",1,131,"A",1
"13",1,132,"A",1
"13",1,133,"A",1
"13",1,134,"A",1
"13",1,135,"A",1
"13",1,136,"A",1
"13",1,137,"A",1
"13",1,138,"A",1
"13",1,139,"A",1
"13",1,140,"A",1
"13",1,141,"A",1
"13",1,142,"A",1
"13",1,143,"A",1
"13",1,144,"A",1
"13",1,145,"A",1
"13",1,146,"A",1
"13",1,147,"A",1
"13",1,148,"A",1
"13",1,149,"A",1
"13",1,150,"A",1
"13",1,151,"A",1
"13",1,152,"A",1
"13",1,153,"A",1
"13",1,154,"A",1
"13",1,155,"A",1
"13",1,156,"A",1
"13",1,157,"A",1
"13",1,158,"A",1
"13",1,159,"A",1
"13",1,160,"A",1
"13",1,161,"A",1
"13",1,162,"A",1
"13",1,163,"A",1
"13",1,164,"A",1
