"Chromosome","Bin","Clone_1_strand_1","Clone_1_strand_2","Clone_2_strand_1","Clone_2_strand_2","Clone_2_strand_3","Clone_3_strand_1","Clone_3_strand_2","Clone_4_strand_1","Clone_4_strand_2"
4,76,"A","B","A","B","NA","A","B","A","B"
4,77,"A","B","A","B","NA","A","B","A","B"
4,78,"A","B","A","B","NA","A","B","A","B"
4,79,"A","B","A","B","NA","A","B","A","B"
4,80,"A","B","A","B","NA","A","B","A","B"
4,81,"A","B","A","B","NA","A","B","A","B"
4,82,"A","B","A","B","NA","A","B","A","B"
4,83,"A","B","A","B","NA","A","B","A","B"
4,84,"A","B","A","B","NA","A","B","A","B"
4,85,"A","B","A","B","NA","A","B","A","B"
4,86,"A","B","A","B","NA","A","B","A","B"
4,87,"A","B","A","B","NA","A","B","A","B"
4,88,"A","B","A","B","NA","A","B","A","B"
4,89,"A","B","A","B","NA","A","B","A","B"
4,90,"A","B","A","B","NA","A","B","A","B"
4,91,"A","B","A","B","NA","A","B","A","B"
4,92,"A","B","A","B","NA","A","B","A","B"
4,93,"A","B","A","B","NA","A","B","A","B"
4,94,"A","B","A","B","NA","A","B","A","B"
4,95,"A","B","A","B","NA","A","B","A","B"
4,96,"A","B","A","B","NA","A","B","A","B"
4,97,"A","B","A","B","NA","A","B","A","B"
4,98,"A","B","A","B","NA","A","B","A","B"
4,99,"A","B","A","B","NA","A","B","A","B"
4,100,"A","B","A","B","NA","A","B","A","B"
4,101,"A","B","A","B","NA","A","B","A","B"
4,102,"A","B","A","B","NA","A","B","A","B"
4,103,"A","B","A","B","NA","A","B","A","B"
4,104,"A","B","A","B","NA","A","B","A","B"
4,105,"A","B","A","B","NA","A","B","A","B"
4,106,"A","B","A","B","NA","A","B","A","B"
4,107,"A","B","A","B","NA","A","B","A","B"
4,108,"A","B","A","B","NA","A","B","A","B"
4,109,"A","B","A","B","NA","A","B","A","B"
4,110,"A","B","A","B","NA","A","B","A","B"
4,111,"A","B","A","B","NA","A","B","A","B"
4,112,"A","B","A","B","NA","A","B","A","B"
4,113,"A","B","A","B","NA","A","B","A","B"
4,114,"A","B","A","B","NA","A","B","A","B"
4,115,"A","B","A","B","NA","A","B","A","B"
4,116,"A","B","A","B","NA","A","B","A","B"
4,117,"A","B","A","B","NA","A","B","A","B"
4,118,"A","B","A","B","NA","A","B","A","B"
4,119,"A","B","A","B","NA","A","B","A","B"
4,120,"A","B","A","B","NA","A","B","A","B"
4,121,"A","B","A","B","NA","A","B","A","B"
4,122,"A","B","A","B","NA","A","B","A","B"
4,123,"A","B","A","B","NA","A","B","A","B"
4,124,"A","B","A","B","NA","A","B","A","B"
4,125,"A","B","A","B","NA","A","B","A","B"
4,126,"A","B","A","B","NA","A","B","A","B"
4,127,"A","B","A","B","NA","A","B","A","B"
4,128,"A","B","A","B","NA","A","B","A","B"
4,129,"A","B","A","B","NA","A","B","A","B"
4,130,"A","B","A","B","NA","A","B","A","B"
4,131,"A","B","A","B","NA","A","B","A","B"
4,132,"A","B","A","B","NA","A","B","A","B"
4,133,"A","B","A","B","NA","A","B","A","B"
4,134,"A","B","A","B","NA","A","B","A","B"
4,135,"A","B","A","B","NA","A","B","A","B"
4,136,"A","B","A","B","NA","A","B","A","B"
4,137,"A","B","A","B","NA","A","B","A","B"
4,138,"A","B","A","B","NA","A","B","A","B"
4,139,"A","B","A","B","NA","A","B","A","B"
4,140,"A","B","A","B","NA","A","B","A","B"
4,141,"A","B","A","B","NA","A","B","A","B"
4,142,"A","B","A","B","NA","A","B","A","B"
4,143,"A","B","A","B","NA","A","B","A","B"
4,144,"A","B","A","B","NA","A","B","A","B"
4,145,"A","B","A","B","NA","A","B","A","B"
4,146,"A","B","A","B","NA","A","B","A","B"
4,147,"A","B","A","B","NA","A","B","A","B"
4,148,"A","B","A","B","NA","A","B","A","B"
4,149,"A","B","A","B","NA","A","B","A","B"
4,150,"A","B","A","B","NA","A","B","A","B"
4,151,"A","B","A","B","NA","A","B","A","B"
4,152,"A","B","A","B","NA","A","B","A","B"
4,153,"A","B","A","B","NA","A","B","A","B"
4,154,"A","B","A","B","NA","A","B","A","B"
4,155,"A","B","A","B","NA","A","B","A","B"
4,156,"A","B","A","B","NA","A","B","A","B"
4,157,"A","B","A","B","NA","A","B","A","B"
4,158,"A","B","A","B","NA","A","B","A","B"
4,159,"A","B","A","B","NA","A","B","A","B"
4,160,"A","B","A","B","NA","A","B","A","B"
4,161,"A","B","A","B","NA","A","B","A","B"
4,162,"A","B","A","B","NA","A","B","A","B"
4,163,"A","B","A","B","NA","A","B","A","B"
4,164,"A","B","A","B","NA","A","B","A","B"
4,165,"A","B","A","B","NA","A","B","A","B"
4,166,"A","B","A","B","NA","A","B","A","B"
4,167,"A","B","A","B","NA","A","B","A","B"
4,168,"A","B","A","B","NA","A","B","A","B"
4,169,"A","B","A","B","NA","A","B","A","B"
4,170,"A","B","A","B","NA","A","B","A","B"
4,171,"A","B","A","B","NA","A","B","A","B"
4,172,"A","B","A","B","NA","A","B","A","B"
4,173,"A","B","A","B","NA","A","B","A","B"
4,174,"A","B","A","B","NA","A","B","A","B"
4,175,"A","B","A","B","NA","A","B","A","B"
4,176,"A","B","A","B","NA","A","B","A","B"
4,177,"A","B","A","B","NA","A","B","A","B"
4,178,"A","B","A","B","NA","A","B","A","B"
4,179,"A","B","A","B","NA","A","B","A","B"
4,180,"A","B","A","B","NA","A","B","A","B"
4,181,"A","B","A","B","NA","A","B","A","B"
4,182,"A","B","A","B","NA","A","B","A","B"
4,183,"A","B","A","B","NA","A","B","A","B"
4,184,"A","B","A","B","NA","A","B","A","B"
4,185,"A","B","A","B","NA","A","B","A","B"
4,186,"A","B","A","B","NA","A","B","A","B"
4,187,"A","B","A","B","NA","A","B","A","B"
4,188,"A","B","A","B","NA","A","B","A","B"
4,189,"A","B","A","B","NA","A","B","A","B"
4,190,"A","B","A","B","NA","A","B","A","B"
4,191,"A","B","A","B","NA","A","B","A","B"
4,192,"A","B","A","B","NA","A","B","A","B"
4,193,"A","B","A","B","NA","A","B","A","B"
4,194,"A","B","A","B","NA","A","B","A","B"
4,195,"A","B","A","B","NA","A","B","A","B"
4,196,"A","B","A","B","NA","A","B","A","B"
4,197,"A","B","A","B","NA","A","B","A","B"
4,198,"A","B","A","B","NA","A","B","A","B"
4,199,"A","B","A","B","NA","A","B","A","B"
4,200,"A","B","A","B","NA","A","B","A","B"
4,201,"A","B","A","B","NA","A","B","A","B"
4,202,"A","B","A","B","NA","A","B","A","B"
4,203,"A","B","A","B","NA","A","B","A","B"
4,204,"A","B","A","B","NA","A","B","A","B"
4,205,"A","B","A","B","NA","A","B","A","B"
4,206,"A","B","A","B","NA","A","B","A","B"
4,207,"A","B","A","B","NA","A","B","A","B"
4,208,"A","B","A","B","NA","A","B","A","B"
4,209,"A","B","A","B","NA","A","B","A","B"
4,210,"A","B","A","B","NA","A","B","A","B"
4,211,"A","B","A","B","NA","A","B","A","B"
4,212,"A","B","A","B","NA","A","B","A","B"
4,213,"A","B","A","B","NA","A","B","A","B"
4,214,"A","B","A","B","NA","A","B","A","B"
4,215,"A","B","A","B","NA","A","B","A","B"
4,216,"A","B","A","B","NA","A","B","A","B"
4,217,"A","B","A","B","NA","A","B","A","B"
4,218,"A","B","A","B","NA","A","B","A","B"
4,219,"A","B","A","B","NA","A","B","A","B"
4,220,"A","B","A","B","NA","A","B","A","B"
4,221,"A","B","A","B","NA","A","B","A","B"
4,222,"A","B","A","B","NA","A","B","A","B"
4,223,"A","B","A","B","NA","A","B","A","B"
4,224,"A","B","A","B","NA","A","B","A","B"
4,225,"A","B","A","B","NA","A","B","A","B"
4,226,"A","B","A","B","NA","A","B","A","B"
4,227,"A","B","A","B","NA","A","B","A","B"
4,228,"A","B","A","B","NA","A","B","A","B"
4,229,"A","B","A","B","NA","A","B","A","B"
4,230,"A","B","A","B","NA","A","B","A","B"
4,231,"A","B","A","B","NA","A","B","A","B"
4,232,"A","B","A","B","NA","A","B","A","B"
4,233,"A","B","A","B","NA","A","B","A","B"
4,234,"A","B","A","B","NA","A","B","A","B"
4,235,"A","B","A","B","NA","A","B","A","B"
4,236,"A","B","A","B","NA","A","B","A","B"
4,237,"A","B","A","B","NA","A","B","A","B"
4,238,"A","B","A","B","NA","A","B","A","B"
4,239,"A","B","A","B","NA","A","B","A","B"
4,240,"A","B","A","B","NA","A","B","A","B"
4,241,"A","B","A","B","NA","A","B","A","B"
4,242,"A","B","A","B","NA","A","B","A","B"
4,243,"A","B","A","B","NA","A","B","A","B"
4,244,"A","B","A","B","NA","A","B","A","B"
4,245,"A","B","A","B","NA","A","B","A","B"
4,246,"A","B","A","B","NA","A","B","A","B"
4,247,"A","B","A","B","NA","A","B","A","B"
4,248,"A","B","A","B","NA","A","B","A","B"
4,249,"A","B","A","B","NA","A","B","A","B"
4,250,"A","B","A","B","NA","A","B","A","B"
4,251,"A","B","A","B","NA","A","B","A","B"
4,252,"A","B","A","B","NA","A","B","A","B"
4,253,"A","B","A","B","NA","A","B","A","B"
4,254,"A","B","A","B","NA","A","B","A","B"
4,255,"A","B","A","B","NA","A","B","A","B"
4,256,"A","B","A","B","NA","A","B","A","B"
4,257,"A","B","A","B","NA","A","B","A","B"
4,258,"A","B","A","B","NA","A","B","A","B"
4,259,"A","B","A","B","NA","A","B","A","B"
4,260,"A","B","A","B","NA","A","B","A","B"
4,261,"A","B","A","B","NA","A","B","A","B"
4,262,"A","B","A","B","NA","A","B","A","B"
4,263,"A","B","A","B","NA","A","B","A","B"
4,264,"A","B","A","B","NA","A","B","A","B"
4,265,"A","B","A","B","NA","A","B","A","B"
4,266,"A","B","A","B","NA","A","B","A","B"
4,267,"A","B","A","B","NA","A","B","A","B"
4,268,"A","B","A","B","NA","A","B","A","B"
4,269,"A","B","A","B","NA","A","B","A","B"
4,270,"A","B","A","B","NA","A","B","A","B"
4,271,"A","B","A","B","NA","A","B","A","B"
4,272,"A","B","A","B","NA","A","B","A","B"
4,273,"A","B","A","B","NA","A","B","A","B"
4,274,"A","B","A","B","NA","A","B","A","B"
4,275,"A","B","A","B","NA","A","B","A","B"
4,276,"A","B","A","B","NA","A","B","A","B"
4,277,"A","B","A","B","NA","A","B","A","B"
4,278,"A","B","A","B","NA","A","B","A","B"
4,279,"A","B","A","B","NA","A","B","A","B"
4,280,"A","B","A","B","NA","A","B","A","B"
4,281,"A","B","A","B","NA","A","B","A","B"
4,282,"A","B","A","B","NA","A","B","A","B"
4,283,"A","B","A","B","NA","A","B","A","B"
4,284,"A","B","A","B","NA","A","B","A","B"
4,285,"A","B","A","B","NA","A","B","A","B"
4,286,"A","B","A","B","NA","A","B","A","B"
4,287,"A","B","A","B","NA","A","B","A","B"
4,288,"A","B","A","B","NA","A","B","A","B"
4,289,"A","B","A","B","NA","A","B","A","B"
4,290,"A","B","A","B","NA","A","B","A","B"
4,291,"A","B","A","B","NA","A","B","A","B"
4,292,"A","B","A","B","NA","A","B","A","B"
4,293,"A","B","A","B","NA","A","B","A","B"
4,294,"A","B","A","B","NA","A","B","A","B"
4,295,"A","B","A","B","NA","A","B","A","B"
4,296,"A","B","A","B","NA","A","B","A","B"
4,297,"A","B","A","B","NA","A","B","A","B"
4,298,"A","B","A","B","NA","A","B","A","B"
4,299,"A","B","A","B","NA","A","B","A","B"
4,300,"A","B","A","B","NA","A","B","A","B"
4,301,"A","B","A","B","NA","A","B","A","B"
4,302,"A","B","A","B","NA","A","B","A","B"
4,303,"A","B","A","B","NA","A","B","A","B"
4,304,"A","B","A","B","NA","A","B","A","B"
4,305,"A","B","A","B","NA","A","B","A","B"
4,306,"A","B","A","B","NA","A","B","A","B"
4,307,"A","B","A","B","NA","A","B","A","B"
4,308,"A","B","A","B","NA","A","B","A","B"
4,309,"A","B","A","B","NA","A","B","A","B"
4,310,"A","B","A","B","NA","A","B","A","B"
4,311,"A","B","A","B","NA","A","B","A","B"
4,312,"A","B","A","B","NA","A","B","A","B"
4,313,"A","B","A","B","NA","A","B","A","B"
4,314,"A","B","A","B","NA","A","B","A","B"
4,315,"A","B","A","B","NA","A","B","A","B"
4,316,"A","B","A","B","NA","A","B","A","B"
4,317,"A","B","A","B","NA","A","B","A","B"
4,318,"A","B","A","B","NA","A","B","A","B"
4,319,"A","B","A","B","NA","A","B","A","B"
4,320,"A","B","A","B","NA","A","B","A","B"
4,321,"A","B","A","B","NA","A","B","A","B"
4,322,"A","B","A","B","NA","A","B","A","B"
4,323,"A","B","A","B","NA","A","B","A","B"
4,324,"A","B","A","B","NA","A","B","A","B"
4,325,"A","B","A","B","NA","A","B","A","B"
4,326,"A","B","A","B","NA","A","B","A","B"
4,327,"A","B","A","B","NA","A","B","A","B"
4,328,"A","B","A","B","NA","A","B","A","B"
4,329,"A","B","A","B","NA","A","B","A","B"
4,330,"A","B","A","B","NA","A","B","A","B"
4,331,"A","B","A","B","NA","A","B","A","B"
4,332,"A","B","A","B","NA","A","B","A","B"
4,333,"A","B","A","B","NA","A","B","A","B"
4,334,"A","B","A","B","NA","A","B","A","B"
4,335,"A","B","A","B","NA","A","B","A","B"
4,336,"A","B","A","B","NA","A","B","A","B"
4,337,"A","B","A","B","NA","A","B","A","B"
4,338,"A","B","A","B","NA","A","B","A","B"
4,339,"A","B","A","B","NA","A","B","A","B"
4,340,"A","B","A","B","NA","A","B","A","B"
4,341,"A","B","A","B","NA","A","B","A","B"
4,342,"A","B","A","B","NA","A","B","A","B"
4,343,"A","B","A","B","NA","A","B","A","B"
4,344,"A","B","A","B","NA","A","B","A","B"
4,345,"A","B","A","B","NA","A","B","A","B"
4,346,"A","B","A","B","NA","A","B","A","B"
4,347,"A","B","A","B","NA","A","B","A","B"
4,348,"A","B","A","B","NA","A","B","A","B"
4,349,"A","B","A","B","NA","A","B","A","B"
4,350,"A","B","A","B","NA","A","B","A","B"
4,351,"A","B","A","B","NA","A","B","A","B"
4,352,"A","B","A","B","NA","A","B","A","B"
4,353,"A","B","A","B","NA","A","B","A","B"
4,354,"A","B","A","B","NA","A","B","A","B"
4,355,"A","B","A","B","NA","A","B","A","B"
4,356,"A","B","A","B","NA","A","B","A","B"
4,357,"A","B","A","B","NA","A","B","A","B"
4,358,"A","B","A","B","NA","A","B","A","B"
4,359,"A","B","A","B","NA","A","B","A","B"
4,360,"A","B","A","B","NA","A","B","A","B"
4,361,"A","B","A","B","NA","A","B","A","B"
4,362,"A","B","A","B","NA","A","B","A","B"
4,363,"A","B","A","B","NA","A","B","A","B"
4,364,"A","B","A","B","NA","A","B","A","B"
4,365,"A","B","A","B","NA","A","B","A","B"
4,366,"A","B","A","B","NA","A","B","A","B"
4,367,"A","B","A","B","NA","A","B","A","B"
4,368,"A","B","A","B","NA","A","B","A","B"
4,369,"A","B","A","B","NA","A","B","A","B"
4,370,"A","B","A","B","NA","A","B","A","B"
4,371,"A","B","A","B","NA","A","B","A","B"
4,372,"A","B","A","B","NA","A","B","A","B"
4,373,"A","B","A","B","NA","A","B","A","B"
4,374,"A","B","A","B","NA","A","B","A","B"
4,375,"A","B","A","B","NA","A","B","A","B"
4,376,"A","B","A","B","NA","A","B","A","B"
4,377,"A","B","A","B","NA","A","B","A","B"
4,378,"A","B","A","B","NA","A","B","A","B"
4,379,"A","B","A","B","NA","A","B","A","B"
4,380,"A","B","A","B","NA","A","B","A","B"
4,381,"A","B","A","B","NA","A","B","A","B"
4,382,"A","B","A","B","NA","A","B","A","B"
4,383,"A","B","A","B","NA","A","B","A","B"
5,1,"A","B","A","@","NA","A","B","A","B"
5,2,"A","B","A","@","NA","A","B","A","B"
5,3,"A","B","A","@","NA","A","B","A","B"
5,4,"A","B","A","@","NA","A","B","A","B"
5,5,"A","B","A","@","NA","A","B","A","B"
5,6,"A","B","A","@","NA","A","B","A","B"
5,7,"A","B","A","@","NA","A","B","A","B"
5,8,"A","B","A","@","NA","A","B","A","B"
5,9,"A","B","A","@","NA","A","B","A","B"
5,10,"A","B","A","@","NA","A","B","A","B"
5,11,"A","B","A","@","NA","A","B","A","B"
5,12,"A","B","A","@","NA","A","B","A","B"
5,13,"A","B","A","@","NA","A","B","A","B"
5,14,"A","B","A","@","NA","A","B","A","B"
5,15,"A","B","A","@","NA","A","B","A","B"
5,16,"A","B","A","@","NA","A","B","A","B"
5,17,"A","B","A","@","NA","A","B","A","B"
5,18,"A","B","A","@","NA","A","B","A","B"
5,19,"A","B","A","@","NA","A","B","A","B"
5,20,"A","B","A","@","NA","A","B","A","B"
5,21,"A","B","A","@","NA","A","B","A","B"
5,22,"A","B","A","@","NA","A","B","A","B"
5,23,"A","B","A","@","NA","A","B","A","B"
5,24,"A","B","A","@","NA","A","B","A","B"
5,25,"A","B","A","@","NA","A","B","A","B"
5,26,"A","B","A","@","NA","A","B","A","B"
5,27,"A","B","A","@","NA","A","B","A","B"
5,28,"A","B","A","@","NA","A","B","A","B"
5,29,"A","B","A","@","NA","A","B","A","B"
5,30,"A","B","A","@","NA","A","B","A","B"
5,31,"A","B","A","@","NA","A","B","A","B"
5,32,"A","B","A","@","NA","A","B","A","B"
5,33,"A","B","A","@","NA","A","B","A","B"
5,34,"A","B","A","@","NA","A","B","A","B"
5,35,"A","B","A","@","NA","A","B","A","B"
5,36,"A","B","A","@","NA","A","B","A","B"
5,37,"A","B","A","@","NA","A","B","A","B"
5,38,"A","B","A","@","NA","A","B","A","B"
5,39,"A","B","A","@","NA","A","B","A","B"
5,40,"A","B","A","@","NA","A","B","A","B"
5,41,"A","B","A","@","NA","A","B","A","B"
5,42,"A","B","A","@","NA","A","B","A","B"
5,43,"A","B","A","@","NA","A","B","A","B"
5,44,"A","B","A","@","NA","A","B","A","B"
5,45,"A","B","A","@","NA","A","B","A","B"
5,46,"A","B","A","@","NA","A","B","A","B"
5,47,"A","B","A","@","NA","A","B","A","B"
5,48,"A","B","A","@","NA","A","B","A","B"
5,49,"A","B","A","@","NA","A","B","A","B"
5,50,"A","B","A","@","NA","A","B","A","B"
5,51,"A","B","A","@","NA","A","B","A","B"
5,52,"A","B","A","@","NA","A","B","A","B"
5,53,"A","B","A","@","NA","A","B","A","B"
5,54,"A","B","A","@","NA","A","B","A","B"
5,55,"A","B","A","@","NA","A","B","A","B"
5,56,"A","B","A","@","NA","A","B","A","B"
5,57,"A","B","A","@","NA","A","B","A","B"
5,58,"A","B","A","@","NA","A","B","A","B"
5,59,"A","B","A","@","NA","A","B","A","B"
5,60,"A","B","A","@","NA","A","B","A","B"
5,61,"A","B","A","@","NA","A","B","A","B"
5,62,"A","B","A","@","NA","A","B","A","B"
5,63,"A","B","A","@","NA","A","B","A","B"
5,64,"A","B","A","@","NA","A","B","A","B"
5,65,"A","B","A","@","NA","A","B","A","B"
5,66,"A","B","A","@","NA","A","B","A","B"
5,67,"A","B","A","@","NA","A","B","A","B"
5,68,"A","B","A","@","NA","A","B","A","B"
5,69,"A","B","A","@","NA","A","B","A","B"
5,70,"A","B","A","@","NA","A","B","A","B"
5,71,"A","B","A","@","NA","A","B","A","B"
5,72,"A","B","A","@","NA","A","B","A","B"
5,73,"A","B","A","@","NA","A","B","A","B"
5,74,"A","B","A","@","NA","A","B","A","B"
5,75,"A","B","A","@","NA","A","B","A","B"
5,76,"A","B","A","@","NA","A","B","A","B"
5,77,"A","B","A","@","NA","A","B","A","B"
5,78,"A","B","A","@","NA","A","B","A","B"
5,79,"A","B","A","@","NA","A","B","A","B"
5,80,"A","B","A","@","NA","A","B","A","B"
5,81,"A","B","A","@","NA","A","B","A","B"
5,82,"A","B","A","@","NA","A","B","A","B"
5,83,"A","B","A","@","NA","A","B","A","B"
5,84,"A","B","A","@","NA","A","B","A","B"
5,85,"A","B","A","@","NA","A","B","A","B"
5,86,"A","B","A","@","NA","A","B","A","B"
5,87,"A","B","A","@","NA","A","B","A","B"
5,88,"A","B","A","@","NA","A","B","A","B"
5,89,"A","B","A","@","NA","A","B","A","B"
5,90,"A","B","A","@","NA","A","B","A","B"
5,91,"A","B","A","@","NA","A","B","A","B"
5,92,"A","B","A","@","NA","A","B","A","B"
5,93,"A","B","A","@","NA","A","B","A","B"
5,94,"A","B","A","@","NA","A","B","A","B"
5,95,"A","B","A","@","NA","A","B","A","B"
5,96,"A","B","A","@","NA","A","B","A","B"
5,97,"A","B","A","B","NA","A","B","A","B"
5,98,"A","B","A","B","NA","A","B","A","B"
5,99,"A","B","A","B","NA","A","B","A","B"
5,100,"A","B","A","B","NA","A","B","A","B"
5,101,"A","B","A","B","NA","A","B","A","B"
5,102,"A","B","A","B","NA","A","B","A","B"
5,103,"A","B","A","B","NA","A","B","A","B"
5,104,"A","B","A","B","NA","A","B","A","B"
5,105,"A","B","A","B","NA","A","B","A","B"
5,106,"A","B","A","B","NA","A","B","A","B"
5,107,"A","B","A","B","NA","A","B","A","B"
5,108,"A","B","A","B","NA","A","B","A","B"
5,109,"A","B","A","B","NA","A","B","A","B"
5,110,"A","B","A","B","NA","A","B","A","B"
5,111,"A","B","A","B","NA","A","B","A","B"
5,112,"A","B","A","B","NA","A","B","A","B"
5,113,"A","B","A","B","NA","A","B","A","B"
5,114,"A","B","A","B","NA","A","B","A","B"
5,115,"A","B","A","B","NA","A","B","A","B"
5,116,"A","B","A","B","NA","A","B","A","B"
5,117,"A","B","A","B","NA","A","B","A","B"
5,118,"A","B","A","B","NA","A","B","A","B"
5,119,"A","B","A","B","NA","A","B","A","B"
5,120,"A","B","A","B","NA","A","B","A","B"
5,121,"A","B","A","B","NA","A","B","A","B"
5,122,"A","B","A","B","NA","A","B","A","B"
5,123,"A","B","A","B","NA","A","B","A","B"
5,124,"A","B","A","B","NA","A","B","A","B"
5,125,"A","B","A","B","NA","A","B","A","B"
5,126,"A","B","A","B","NA","A","B","A","B"
5,127,"A","B","A","B","NA","A","B","A","B"
5,128,"A","B","A","B","NA","A","B","A","B"
5,129,"A","B","A","B","NA","A","B","A","B"
5,130,"A","B","A","B","NA","A","B","A","B"
5,131,"A","B","A","B","NA","A","B","A","B"
5,132,"A","B","A","B","NA","A","B","A","B"
5,133,"A","B","A","B","NA","A","B","A","B"
5,134,"A","B","A","B","NA","A","B","A","B"
5,135,"A","B","A","B","NA","A","B","A","B"
5,136,"A","B","A","B","NA","A","B","A","B"
5,137,"A","B","A","B","NA","A","B","A","B"
5,138,"A","B","A","B","NA","A","B","A","B"
5,139,"A","B","A","B","NA","A","B","A","B"
5,140,"A","B","A","B","NA","A","B","A","B"
5,141,"A","B","A","B","NA","A","B","A","B"
5,142,"A","B","A","B","NA","A","B","A","B"
5,143,"A","B","A","B","NA","A","B","A","B"
5,144,"A","B","A","B","NA","A","B","A","B"
5,145,"A","B","A","B","NA","A","B","A","B"
5,146,"A","B","A","B","NA","A","B","A","B"
5,147,"A","B","A","B","NA","A","B","A","B"
5,148,"A","B","A","B","NA","A","B","A","B"
5,149,"A","B","A","B","NA","A","B","A","B"
5,150,"A","B","A","B","NA","A","B","A","B"
5,151,"A","B","A","B","NA","A","B","A","B"
5,152,"A","B","A","B","NA","A","B","A","B"
5,153,"A","B","A","B","NA","A","B","A","B"
5,154,"A","B","A","B","NA","A","B","A","B"
5,155,"A","B","A","B","NA","A","B","A","B"
5,156,"A","B","A","B","NA","A","B","A","B"
5,157,"A","B","A","B","NA","A","B","A","B"
5,158,"A","B","A","B","NA","A","B","A","B"
5,159,"A","B","A","B","NA","A","B","A","B"
5,160,"A","B","A","B","NA","A","B","A","B"
5,161,"A","B","A","B","NA","A","B","A","B"
5,162,"A","B","A","B","NA","A","B","A","B"
5,163,"A","B","A","B","NA","A","B","A","B"
5,164,"A","B","A","B","NA","A","B","A","B"
5,165,"A","B","A","B","NA","A","B","A","B"
5,166,"A","B","A","B","NA","A","B","A","B"
5,167,"A","B","A","B","NA","A","B","A","B"
5,168,"A","B","A","B","NA","A","B","A","B"
5,169,"A","B","A","B","NA","A","B","A","B"
5,170,"A","B","A","B","NA","A","B","A","B"
5,171,"A","B","A","B","NA","A","B","A","B"
5,172,"A","B","A","B","NA","A","B","A","B"
5,173,"A","B","A","B","NA","A","B","A","B"
5,174,"A","B","A","B","NA","A","B","A","B"
5,175,"A","B","A","B","NA","A","B","A","B"
5,176,"A","B","A","B","NA","A","B","A","B"
5,177,"A","B","A","B","NA","A","B","A","B"
5,178,"A","B","A","B","NA","A","B","A","B"
5,179,"A","B","A","B","NA","A","B","A","B"
5,180,"A","B","A","B","NA","A","B","A","B"
5,181,"A","B","A","B","NA","A","B","A","B"
5,182,"A","B","A","B","NA","A","B","A","B"
5,183,"A","B","A","B","NA","A","B","A","B"
5,184,"A","B","A","B","NA","A","B","A","B"
5,185,"A","B","A","B","NA","A","B","A","B"
5,186,"A","B","A","B","NA","A","B","A","B"
5,187,"A","B","A","B","NA","A","B","A","B"
5,188,"A","B","A","B","NA","A","B","A","B"
5,189,"A","B","A","B","NA","A","B","A","B"
5,190,"A","B","A","B","NA","A","B","A","B"
5,191,"A","B","A","B","NA","A","B","A","B"
5,192,"A","B","A","B","NA","A","B","A","B"
5,193,"A","B","A","B","NA","A","B","A","B"
5,194,"A","B","A","B","NA","A","B","A","B"
5,195,"A","B","A","B","NA","A","B","A","B"
5,196,"A","B","A","B","NA","A","B","A","B"
5,197,"A","B","A","B","NA","A","B","A","B"
5,198,"A","B","A","B","NA","A","B","A","B"
5,199,"A","B","A","B","NA","A","B","A","B"
5,200,"A","B","A","B","NA","A","B","A","B"
5,201,"A","B","A","B","NA","A","B","A","B"
5,202,"A","B","A","B","NA","A","B","A","B"
5,203,"A","B","A","B","NA","A","B","A","B"
5,204,"A","B","A","B","NA","A","B","A","B"
5,205,"A","B","A","B","NA","A","B","A","B"
5,206,"A","B","A","B","NA","A","B","A","B"
5,207,"A","B","A","B","NA","A","B","A","B"
5,208,"A","B","A","B","NA","A","B","A","B"
5,209,"A","B","A","B","NA","A","B","A","B"
5,210,"A","B","A","B","NA","A","B","A","B"
5,211,"A","B","A","B","NA","A","B","A","B"
5,212,"A","B","A","B","NA","A","B","A","B"
5,213,"A","B","A","B","NA","A","B","A","B"
5,214,"A","B","A","B","NA","A","B","A","B"
5,215,"A","B","A","B","NA","A","B","A","B"
5,216,"A","B","A","B","NA","A","B","A","B"
5,217,"A","B","A","B","NA","A","B","A","B"
5,218,"A","B","A","B","NA","A","B","A","B"
5,219,"A","B","A","B","NA","A","B","A","B"
5,220,"A","B","A","B","NA","A","B","A","B"
5,221,"A","B","A","B","NA","A","B","A","B"
5,222,"A","B","A","B","NA","A","B","A","B"
5,223,"A","B","A","B","NA","A","B","A","B"
5,224,"A","B","A","B","NA","A","B","A","B"
5,225,"A","B","A","B","NA","A","B","A","B"
5,226,"A","B","A","B","NA","A","B","A","B"
5,227,"A","B","A","B","NA","A","B","A","B"
5,228,"A","B","A","B","NA","A","B","A","B"
5,229,"A","B","A","B","NA","A","B","A","B"
5,230,"A","B","A","B","NA","A","B","A","B"
5,231,"A","B","A","B","NA","A","B","A","B"
5,232,"A","B","A","B","NA","A","B","A","B"
5,233,"A","B","A","B","NA","A","B","A","B"
5,234,"A","B","A","B","NA","A","B","A","B"
5,235,"A","B","A","B","NA","A","B","A","B"
5,236,"A","B","A","B","NA","A","B","A","B"
5,237,"A","B","A","B","NA","A","B","A","B"
5,238,"A","B","A","B","NA","A","B","A","B"
5,239,"A","B","A","B","NA","A","B","A","B"
5,240,"A","B","A","B","NA","A","B","A","B"
5,241,"A","B","A","B","NA","A","B","A","B"
5,242,"A","B","A","B","NA","A","B","A","B"
5,243,"A","B","A","B","NA","A","B","A","B"
5,244,"A","B","A","B","NA","A","B","A","B"
5,245,"A","B","A","B","NA","A","B","A","B"
5,246,"A","B","A","B","NA","A","B","A","B"
5,247,"A","B","A","B","NA","A","B","A","B"
