"chr","start","end","gc","map"
"14",19000001,19500000,0.402928,0.983015
"14",19500001,20000000,0.419854,0.872513
"14",20000001,20500000,0.376812,0.889732
"14",20500001,21000000,0.405432,0.985048
"14",21000001,21500000,0.434558,0.991356
"14",21500001,22000000,0.434614,0.998674
"14",22000001,22500000,0.393156,0.996612
"14",22500001,23000000,0.395858,0.998332
"14",23000001,23500000,0.460968,0.99461
"14",23500001,24000000,0.470886,0.998541
"14",24000001,24500000,0.434298,0.976466
"14",24500001,25000000,0.492788,0.987121
"14",25000001,25500000,0.397722,0.995897
"14",25500001,26000000,0.384584,0.991415
"14",26000001,26500000,0.370308,0.991646
"14",26500001,27000000,0.36264,0.992479
"14",27000001,27500000,0.3507,0.988894
"14",27500001,28000000,0.346816,0.990848
"14",28000001,28500000,0.342548,0.993954
"14",28500001,29000000,0.355464,0.985756
"14",29000001,29500000,0.359594,0.996358
"14",29500001,30000000,0.35499,0.993669
"14",30000001,30500000,0.37054,0.997206
"14",30500001,31000000,0.38017,0.987206
"14",31000001,31500000,0.380022,0.989228
"14",31500001,32000000,0.407734,0.997314
"14",32000001,32500000,0.393038,0.988876
"14",32500001,33000000,0.388478,0.995402
"14",33000001,33500000,0.378238,0.99763
"14",33500001,34000000,0.376144,0.998297
"14",34000001,34500000,0.402346,0.998843
"14",34500001,35000000,0.421592,0.989919
"14",35000001,35500000,0.422106,0.999124
"14",35500001,36000000,0.422512,0.996971
"14",36000001,36500000,0.38018,0.996444
"14",36500001,37000000,0.391132,0.988848
"14",37000001,37500000,0.393544,0.996959
"14",37500001,38000000,0.368396,0.991187
"14",38000001,38500000,0.38153,0.992751
"14",38500001,39000000,0.372502,0.994937
"14",39000001,39500000,0.383878,0.991961
"14",39500001,40000000,0.392768,0.993124
"14",40000001,40500000,0.372808,0.986045
"14",40500001,41000000,0.351374,0.987428
"14",41000001,41500000,0.342062,0.990067
"14",41500001,42000000,0.348528,0.990245
"14",42000001,42500000,0.344758,0.996009
"14",42500001,43000000,0.34929,0.994147
"14",43000001,43500000,0.343812,0.991981
"14",43500001,44000000,0.338994,0.98218
"14",44000001,44500000,0.351522,0.992998
"14",44500001,45000000,0.35787,0.9919
"14",45000001,45500000,0.381296,0.982468
"14",45500001,46000000,0.382318,0.987741
"14",46000001,46500000,0.36724,0.986252
"14",46500001,47000000,0.343986,0.990783
"14",47000001,47500000,0.34403,0.99488
"14",47500001,48000000,0.35332,0.995143
"14",48000001,48500000,0.359176,0.991452
"14",48500001,49000000,0.353058,0.985396
"14",49000001,49500000,0.35642,0.997276
"14",49500001,50000000,0.39282,0.993802
"14",50000001,50500000,0.42553,0.997855
"14",50500001,51000000,0.40319,0.997013
"14",51000001,51500000,0.408314,0.998268
"14",51500001,52000000,0.400206,0.996236
"14",52000001,52500000,0.403492,0.992205
"14",52500001,53000000,0.398206,0.99129
"14",53000001,53500000,0.393588,0.998525
"14",53500001,54000000,0.39412,0.992508
"14",54000001,54500000,0.388592,0.994956
"14",54500001,55000000,0.405526,0.994473
"14",55000001,55500000,0.421056,0.997162
"14",55500001,56000000,0.41568,0.999438
"14",56000001,56500000,0.4032,0.987749
"14",56500001,57000000,0.401244,0.991996
"14",57000001,57500000,0.40455,0.99014
"14",57500001,58000000,0.387032,0.991148
"14",58000001,58500000,0.395346,0.995011
"14",58500001,59000000,0.392994,0.991965
"14",59000001,59500000,0.403218,0.998697
"14",59500001,60000000,0.395854,0.996944
"14",60000001,60500000,0.384878,0.990735
"14",60500001,61000000,0.379888,0.995725
"14",61000001,61500000,0.383898,0.994588
"14",61500001,62000000,0.422242,0.989358
"14",62000001,62500000,0.40073,0.999129
"14",62500001,63000000,0.3797,0.994151
"14",63000001,63500000,0.366448,0.985864
"14",63500001,64000000,0.39737,0.988317
"14",64000001,64500000,0.41417,0.999768
"14",64500001,65000000,0.418432,0.999324
"14",65000001,65500000,0.461802,0.994338
"14",65500001,66000000,0.42973,0.998822
"14",66000001,66500000,0.404608,0.994182
"14",66500001,67000000,0.401004,0.996086
"14",67000001,67500000,0.359896,0.992822
"14",67500001,68000000,0.412244,0.997804
"14",68000001,68500000,0.412646,0.996497
"14",68500001,69000000,0.400322,0.996251
"14",69000001,69500000,0.476958,0.999473
"14",69500001,70000000,0.438524,0.999493
"14",70000001,70500000,0.452152,0.999478
"14",70500001,71000000,0.41375,0.992751
"14",71000001,71500000,0.412848,0.987453
"14",71500001,72000000,0.410728,0.993254
"14",72000001,72500000,0.405236,0.989944
"14",72500001,73000000,0.416574,0.996672
"14",73000001,73500000,0.46382,0.998928
"14",73500001,74000000,0.434016,0.997093
"14",74000001,74500000,0.45296,0.992692
"14",74500001,75000000,0.461358,0.999093
"14",75000001,75500000,0.4571,0.99646
"14",75500001,76000000,0.449066,0.99969
"14",76000001,76500000,0.418598,0.999389
"14",76500001,77000000,0.459314,0.999471
"14",77000001,77500000,0.478742,0.997484
"14",77500001,78000000,0.468284,0.999567
"14",78000001,78500000,0.44375,0.998292
"14",78500001,79000000,0.425486,0.999377
"14",79000001,79500000,0.392112,0.999128
"14",79500001,80000000,0.38308,0.986208
"14",80000001,80500000,0.382418,0.990962
"14",80500001,81000000,0.376638,0.995196
"14",81000001,81500000,0.368948,0.995189
"14",81500001,82000000,0.402394,0.991946
"14",82000001,82500000,0.394664,0.994295
"14",82500001,83000000,0.36184,0.992255
"14",83000001,83500000,0.355612,0.998358
"14",83500001,84000000,0.35006,0.995659
"14",84000001,84500000,0.354034,0.996443
"14",84500001,85000000,0.359392,0.998759
"14",85000001,85500000,0.359286,0.998974
"14",85500001,86000000,0.373696,0.998434
"14",86000001,86500000,0.373282,0.989382
"14",86500001,87000000,0.357158,0.986852
"14",87000001,87500000,0.36246,0.995647
"14",87500001,88000000,0.374816,0.993878
"14",88000001,88500000,0.397204,0.998883
"14",88500001,89000000,0.409572,0.994259
"14",89000001,89500000,0.398034,0.99896
"14",89500001,90000000,0.444552,0.999526
"14",90000001,90500000,0.41789,0.999027
"14",90500001,91000000,0.450704,0.994833
"14",91000001,91500000,0.436658,0.998647
"14",91500001,92000000,0.47139,0.992457
"14",92000001,92500000,0.40416,0.992678
"14",92500001,93000000,0.457608,0.999046
"14",93000001,93500000,0.482038,0.995225
"14",93500001,94000000,0.43186,0.997171
"14",94000001,94500000,0.469694,0.999499
"14",94500001,95000000,0.43206,0.999011
"14",95000001,95500000,0.468218,0.997893
"14",95500001,96000000,0.462726,0.999145
"14",96000001,96500000,0.45126,0.999692
"14",96500001,97000000,0.440962,0.99953
"14",97000001,97500000,0.433832,0.997627
"14",97500001,98000000,0.4283,0.998323
"14",98000001,98500000,0.416588,0.999121
"14",98500001,99000000,0.41003,0.999717
"14",99000001,99500000,0.435086,0.99873
"14",99500001,100000000,0.474312,0.999366
"14",100000001,100500000,0.48454,0.999849
"14",100500001,101000000,0.48842,0.997853
"14",101000001,101500000,0.49828,0.998332
"14",101500001,102000000,0.474092,0.994237
"14",102000001,102500000,0.46442,0.996995
"14",102500001,103000000,0.47795,0.998997
"14",103000001,103500000,0.48149,0.998129
"14",103500001,104000000,0.486608,0.999095
"14",104000001,104500000,0.481846,0.999609
"14",104500001,105000000,0.536118,0.997597
"14",105000001,105500000,0.563538,0.998017
"14",105500001,106000000,0.57607,0.973526
"14",106000001,106500000,0.52832,0.951401
"14",106500001,107000000,0.410542,0.987283
"15",20000001,20500000,0.42697,0.840407
"15",23000001,23500000,0.43284,0.821356
"15",24000001,24500000,0.393276,0.987162
"15",24500001,25000000,0.390518,0.981781
"15",25000001,25500000,0.434976,0.999483
"15",25500001,26000000,0.408328,0.997087
"15",26000001,26500000,0.432516,0.999272
"15",26500001,27000000,0.406504,0.997809
"15",27000001,27500000,0.41359,0.996377
"15",28000001,28500000,0.43969,0.986864
"15",28500001,29000000,0.430244,0.878038
"15",29500001,30000000,0.432992,0.997233
"15",30000001,30500000,0.421048,0.94681
"15",30500001,31000000,0.422044,0.882817
"15",31000001,31500000,0.430482,0.994752
"15",31500001,32000000,0.465396,0.996587
"15",32000001,32500000,0.418088,0.99313
"15",32500001,33000000,0.427582,0.91381
"15",33000001,33500000,0.398974,0.998508
"15",33500001,34000000,0.41046,0.997744
"15",34000001,34500000,0.412074,0.999386
"15",34500001,35000000,0.418704,0.930039
"15",35000001,35500000,0.397202,0.998913
"15",35500001,36000000,0.366536,0.995743
"15",36000001,36500000,0.366532,0.994111
"15",36500001,37000000,0.368958,0.995707
"15",37000001,37500000,0.380042,0.999279
"15",37500001,38000000,0.36533,0.983308
"15",38000001,38500000,0.384318,0.99808
"15",38500001,39000000,0.394586,0.999031
"15",39000001,39500000,0.393756,0.992612
"15",39500001,40000000,0.399484,0.990601
"15",40000001,40500000,0.420128,0.997524
"15",40500001,41000000,0.482436,0.998629
"15",41000001,41500000,0.471126,0.999502
"15",41500001,42000000,0.459266,0.996943
"15",42000001,42500000,0.480836,0.998831
"15",42500001,43000000,0.4222,0.999569
"15",43000001,43500000,0.409914,0.995726
"15",43500001,44000000,0.44888,0.905674
"15",44000001,44500000,0.424308,0.985636
"15",44500001,45000000,0.413786,0.987592
"15",45000001,45500000,0.444236,0.995369
"15",45500001,46000000,0.42681,0.995356
"15",46000001,46500000,0.39332,0.994884
"15",46500001,47000000,0.370916,0.992885
"15",47000001,47500000,0.35878,0.987164
"15",47500001,48000000,0.385684,0.996739
"15",48000001,48500000,0.395872,0.999549
"15",48500001,49000000,0.393212,0.997721
"15",49000001,49500000,0.384344,0.999911
"15",49500001,50000000,0.369332,0.985088
"15",50000001,50500000,0.386104,0.993205
"15",50500001,51000000,0.406146,0.999003
"15",51000001,51500000,0.413836,0.988611
"15",51500001,52000000,0.406574,0.98639
"15",52000001,52500000,0.4274,0.999103
"15",52500001,53000000,0.404444,0.998335
"15",53000001,53500000,0.407142,0.989678
"15",53500001,54000000,0.381502,0.986423
"15",54000001,54500000,0.372216,0.995832
"15",54500001,55000000,0.360074,0.995515
"15",55000001,55500000,0.384552,0.980326
"15",55500001,56000000,0.406252,0.99687
"15",56000001,56500000,0.396444,0.989207
"15",56500001,57000000,0.368042,0.989405
"15",57000001,57500000,0.377932,0.999051
"15",57500001,58000000,0.429234,0.999822
"15",58000001,58500000,0.40301,0.992166
"15",58500001,59000000,0.418104,0.998809
"15",59000001,59500000,0.407996,0.999986
"15",59500001,60000000,0.42322,0.99881
"15",60000001,60500000,0.40608,0.99785
"15",60500001,61000000,0.4067,0.997989
"15",61000001,61500000,0.421404,0.995277
"15",61500001,62000000,0.400328,0.997533
"15",62000001,62500000,0.387414,0.990053
"15",62500001,63000000,0.434378,0.998651
"15",63000001,63500000,0.442288,0.998896
"15",63500001,64000000,0.423582,0.998124
"15",64000001,64500000,0.440306,0.99927
"15",64500001,65000000,0.419766,0.992371
"15",65000001,65500000,0.478126,0.998979
"15",65500001,66000000,0.45091,0.998012
"15",66000001,66500000,0.45529,0.998294
"15",66500001,67000000,0.460706,0.995822
"15",67000001,67500000,0.476816,0.999639
"15",67500001,68000000,0.390678,0.995308
"15",68000001,68500000,0.42429,0.998249
"15",68500001,69000000,0.469454,0.998519
"15",69000001,69500000,0.433826,0.997015
"15",69500001,70000000,0.448246,0.997623
"15",70000001,70500000,0.475956,0.999257
"15",70500001,71000000,0.457976,0.998586
"15",71000001,71500000,0.405756,0.974819
"15",71500001,72000000,0.421232,0.997133
"15",72000001,72500000,0.411128,0.993544
"15",72500001,73000000,0.431978,0.978377
"15",73000001,73500000,0.41095,0.9987
"15",73500001,74000000,0.43198,0.988484
"15",74000001,74500000,0.50153,0.998451
"15",74500001,75000000,0.497992,0.999316
"15",75000001,75500000,0.498046,0.997501
"15",75500001,76000000,0.487966,0.957333
"15",76000001,76500000,0.442678,0.99803
"15",76500001,77000000,0.393884,0.996175
"15",77000001,77500000,0.41343,0.993439
"15",77500001,78000000,0.443412,0.996813
"15",78000001,78500000,0.510878,0.996272
"15",78500001,79000000,0.454396,0.997265
"15",79000001,79500000,0.482332,0.995579
"15",79500001,80000000,0.418264,0.988088
"15",80000001,80500000,0.424716,0.995611
"15",80500001,81000000,0.439462,0.999127
"15",81000001,81500000,0.44442,0.996845
"15",81500001,82000000,0.39987,0.985816
"15",82000001,82500000,0.416434,0.976172
"15",83000001,83500000,0.445004,0.77844
"15",83500001,84000000,0.426784,0.986719
"15",84000001,84500000,0.412354,0.982983
"15",85500001,86000000,0.437702,0.92771
"15",86000001,86500000,0.428636,0.997095
"15",86500001,87000000,0.40689,0.999361
"15",87000001,87500000,0.389114,0.992904
"15",87500001,88000000,0.376888,0.9936
"15",88000001,88500000,0.409334,0.98383
"15",88500001,89000000,0.459406,0.997991
"15",89000001,89500000,0.46854,0.989666
"15",89500001,90000000,0.460834,0.996896
"15",90000001,90500000,0.46743,0.991508
"15",90500001,91000000,0.469724,0.998797
"15",91000001,91500000,0.462736,0.998371
"15",91500001,92000000,0.42063,0.995728
"15",92000001,92500000,0.417044,0.994477
"15",92500001,93000000,0.44247,0.994894
"15",93000001,93500000,0.43785,0.99714
"15",93500001,94000000,0.450148,0.997841
"15",94000001,94500000,0.396592,0.990641
"15",94500001,95000000,0.385846,0.997484
"15",95000001,95500000,0.391778,0.999168
"15",95500001,96000000,0.380066,0.999637
"15",96000001,96500000,0.378074,0.999522
"15",96500001,97000000,0.413012,0.999526
"15",97000001,97500000,0.390414,0.99634
"15",97500001,98000000,0.376176,0.98647
"15",98000001,98500000,0.383202,0.99928
"15",98500001,99000000,0.429062,0.996321
"15",99000001,99500000,0.44003,0.998814
"15",99500001,100000000,0.434298,0.99761
"15",100000001,100500000,0.404016,0.996963
"15",100500001,101000000,0.454626,0.990419
"15",101000001,101500000,0.440664,0.994971
"15",101500001,102000000,0.476372,0.99737
"15",102000001,102500000,0.426548,0.950272
"16",500001,1000000,0.598634,0.994118
"16",1000001,1500000,0.611954,0.994297
"16",1500001,2000000,0.542542,0.99803
"16",2000001,2500000,0.559948,0.991464
"16",2500001,3000000,0.541018,0.986608
"16",3000001,3500000,0.506578,0.996936
"16",3500001,4000000,0.481034,0.998192
"16",4000001,4500000,0.511952,0.999992
"16",4500001,5000000,0.51982,0.998992
"16",5000001,5500000,0.474072,0.996879
"16",5500001,6000000,0.44571,0.99768
"16",6000001,6500000,0.417358,0.999592
"16",6500001,7000000,0.409236,0.999709
"16",7000001,7500000,0.4153,0.999841
"16",7500001,8000000,0.410096,0.997789
"16",8000001,8500000,0.411972,0.993346
"16",9000001,9500000,0.45754,0.996824
"16",9500001,10000000,0.417506,0.986777
"16",10000001,10500000,0.436486,0.998154
"16",10500001,11000000,0.458112,0.997157
"16",11000001,11500000,0.497036,0.999155
"16",11500001,12000000,0.473242,0.998637
"16",12000001,12500000,0.467654,0.983463
"16",12500001,13000000,0.458746,0.999372
"16",13000001,13500000,0.42535,0.998132
"16",13500001,14000000,0.41586,0.999683
"16",14000001,14500000,0.428766,0.998802
"16",14500001,15000000,0.447426,0.853091
"16",15000001,15500000,0.467804,0.822226
"16",15500001,16000000,0.463956,0.999085
"16",16000001,16500000,0.492588,0.881224
"16",16500001,17000000,0.43182,0.970668
"16",17000001,17500000,0.442672,0.999038
"16",17500001,18000000,0.427296,0.998218
"16",18000001,18500000,0.452572,0.853843
"16",18500001,19000000,0.43799,0.977284
"16",19000001,19500000,0.452626,0.99801
"16",19500001,20000000,0.446154,0.999751
"16",20000001,20500000,0.433602,0.997817
"16",20500001,21000000,0.421252,0.995996
"16",21000001,21500000,0.435092,0.875077
"16",21500001,22000000,0.444056,0.829019
"16",22000001,22500000,0.448652,0.99652
"16",22500001,23000000,0.43244,0.942836
"16",23000001,23500000,0.45121,0.999456
"16",23500001,24000000,0.450524,0.996834
"16",24000001,24500000,0.440278,0.999072
"16",24500001,25000000,0.435098,0.999567
"16",25000001,25500000,0.434876,0.997876
"16",25500001,26000000,0.417998,0.998815
"16",26000001,26500000,0.403928,0.997953
"16",26500001,27000000,0.430094,0.998176
"16",27000001,27500000,0.472188,0.9994
"16",27500001,28000000,0.48159,0.998807
"16",28000001,28500000,0.481768,0.956964
"16",28500001,29000000,0.502982,0.894958
"16",29000001,29500000,0.491626,0.839384
"16",29500001,30000000,0.488066,0.896746
"16",30000001,30500000,0.499122,0.860982
"16",30500001,31000000,0.5128,0.999042
"16",31000001,31500000,0.504568,0.994056
"16",31500001,32000000,0.415124,0.980752
"16",32000001,32500000,0.413766,0.804496
"16",32500001,33000000,0.421192,0.96539
"16",33000001,33500000,0.42378,0.738228
"16",33500001,34000000,0.424208,0.977634
"16",34500001,35000000,0.413356,0.986353
"16",46500001,47000000,0.43072,0.992
"16",47000001,47500000,0.397682,0.99197
"16",47500001,48000000,0.398566,0.990901
"16",48000001,48500000,0.439386,0.99379
"16",48500001,49000000,0.43178,0.991292
"16",49000001,49500000,0.439436,0.995753
"16",49500001,50000000,0.501132,0.999078
"16",50000001,50500000,0.450398,0.999019
"16",50500001,51000000,0.464622,0.998942
"16",51000001,51500000,0.436646,0.996556
"16",51500001,52000000,0.400672,0.999164
"16",52000001,52500000,0.388384,0.996109
"16",52500001,53000000,0.402406,0.999817
"16",53000001,53500000,0.40119,0.993774
"16",53500001,54000000,0.399536,0.998598
"16",54000001,54500000,0.443804,0.991241
"16",54500001,55000000,0.421292,0.998117
"16",55000001,55500000,0.44342,0.999988
"16",55500001,56000000,0.434492,0.994395
"16",56000001,56500000,0.435942,0.995382
"16",56500001,57000000,0.459648,0.997423
"16",57000001,57500000,0.480302,0.998215
"16",57500001,58000000,0.50999,0.999653
"16",58000001,58500000,0.461672,0.999074
"16",58500001,59000000,0.435054,0.997146
"16",59000001,59500000,0.380346,0.991305
"16",59500001,60000000,0.366866,0.99204
"16",60000001,60500000,0.374806,0.991358
"16",60500001,61000000,0.357932,0.984823
"16",61000001,61500000,0.359622,0.996848
"16",61500001,62000000,0.362802,0.982895
"16",62000001,62500000,0.369808,0.997946
"16",62500001,63000000,0.367752,0.997976
"16",63000001,63500000,0.362714,0.984731
"16",63500001,64000000,0.361936,0.998274
"16",64000001,64500000,0.367146,0.998234
"16",64500001,65000000,0.373026,0.998912
"16",65000001,65500000,0.395416,0.992116
"16",65500001,66000000,0.424922,0.989571
"16",66000001,66500000,0.460448,0.999783
"16",66500001,67000000,0.474282,0.996037
"16",67000001,67500000,0.500038,0.999541
"16",67500001,68000000,0.509432,0.998479
"16",68000001,68500000,0.475678,0.998665
"16",68500001,69000000,0.462042,0.989981
"16",69000001,69500000,0.444656,0.999174
"16",69500001,70000000,0.439716,0.987059
"16",70000001,70500000,0.472378,0.960534
"16",70500001,71000000,0.482636,0.925111
"16",71000001,71500000,0.419268,0.901057
"16",71500001,72000000,0.4325,0.995825
"16",72000001,72500000,0.413094,0.99254
"16",72500001,73000000,0.4077,0.987301
"16",73000001,73500000,0.443488,0.99968
"16",73500001,74000000,0.408396,0.991321
"16",74000001,74500000,0.426936,0.986907
"16",74500001,75000000,0.442062,0.99807
"16",75000001,75500000,0.465592,0.9998
"16",75500001,76000000,0.421994,0.989047
"16",76000001,76500000,0.36429,0.997394
"16",76500001,77000000,0.365798,0.993822
"16",77000001,77500000,0.399392,0.999935
"16",77500001,78000000,0.424968,0.999262
"16",78000001,78500000,0.423548,0.999845
"16",78500001,79000000,0.427676,0.999459
"16",79000001,79500000,0.437052,0.999727
"16",79500001,80000000,0.418706,0.99833
"16",80000001,80500000,0.41192,0.993967
"16",80500001,81000000,0.417758,0.997627
"16",81000001,81500000,0.45888,0.998463
"16",81500001,82000000,0.491744,0.999501
"16",82000001,82500000,0.41524,0.989954
"16",82500001,83000000,0.421336,0.999966
"16",83000001,83500000,0.416346,0.999607
"16",83500001,84000000,0.451734,0.988236
"16",84000001,84500000,0.49528,0.995235
"16",84500001,85000000,0.488454,0.999704
"16",85000001,85500000,0.543912,0.998061
"16",85500001,86000000,0.5314,0.998475
"16",86000001,86500000,0.482566,0.988164
"16",86500001,87000000,0.492972,0.997452
"16",87000001,87500000,0.487704,0.999665
"16",87500001,88000000,0.530112,0.998537
"16",88500001,89000000,0.596716,0.997168
"16",89000001,89500000,0.551892,0.992971
"16",89500001,90000000,0.540234,0.995753
"17",500001,1000000,0.504174,0.992262
"17",1000001,1500000,0.519424,0.989772
"17",1500001,2000000,0.519462,0.998143
"17",2000001,2500000,0.466936,0.996032
"17",2500001,3000000,0.491356,0.999474
"17",3000001,3500000,0.428346,0.974995
"17",3500001,4000000,0.510474,0.996518
"17",4000001,4500000,0.483668,0.998116
"17",4500001,5000000,0.507686,0.996879
"17",5000001,5500000,0.450448,0.997316
"17",5500001,6000000,0.459262,0.997453
"17",6000001,6500000,0.477104,0.998749
"17",6500001,7000000,0.45152,0.995725
"17",7000001,7500000,0.52508,0.999269
"17",7500001,8000000,0.49814,0.999555
"17",8000001,8500000,0.477384,0.998859
"17",8500001,9000000,0.460258,0.999991
"17",9000001,9500000,0.458338,0.999613
"17",9500001,10000000,0.46044,0.987854
"17",10000001,10500000,0.42888,0.997617
"17",10500001,11000000,0.438514,0.997296
"17",11000001,11500000,0.43124,0.997893
"17",11500001,12000000,0.418304,0.993703
"17",12000001,12500000,0.396518,0.99049
"17",12500001,13000000,0.427612,0.998218
"17",13000001,13500000,0.395446,0.998549
"17",13500001,14000000,0.403704,0.997106
"17",14000001,14500000,0.412426,0.993792
"17",14500001,15000000,0.399224,0.999494
"17",15000001,15500000,0.428486,0.992649
"17",15500001,16000000,0.440372,0.975077
"17",16000001,16500000,0.449046,0.998946
"17",16500001,17000000,0.459138,0.956305
"17",17000001,17500000,0.509098,0.998829
"17",17500001,18000000,0.512676,0.998379
"17",18000001,18500000,0.500542,0.997161
"17",18500001,19000000,0.467054,0.956176
"17",19000001,19500000,0.492354,0.937927
"17",19500001,20000000,0.44056,0.996765
"17",20000001,20500000,0.442036,0.950671
"17",20500001,21000000,0.433442,0.978576
"17",21000001,21500000,0.489352,0.998718
"17",25500001,26000000,0.470954,0.994537
"17",26000001,26500000,0.429364,0.996566
"17",26500001,27000000,0.479212,0.996109
"17",27000001,27500000,0.50417,0.999265
"17",27500001,28000000,0.448212,0.998986
"17",28000001,28500000,0.396782,0.99421
"17",28500001,29000000,0.43004,0.981152
"17",29000001,29500000,0.438372,0.990412
"17",29500001,30000000,0.443108,0.997195
"17",30000001,30500000,0.446256,0.982963
"17",30500001,31000000,0.439132,0.998535
"17",31000001,31500000,0.42887,0.983792
"17",31500001,32000000,0.447602,0.997663
"17",32000001,32500000,0.436012,0.995359
"17",32500001,33000000,0.459172,0.991745
"17",33000001,33500000,0.458134,0.998181
"17",33500001,34000000,0.412266,0.992999
"17",34000001,34500000,0.448548,0.980539
"17",35000001,35500000,0.46899,0.9995
"17",35500001,36000000,0.41458,0.998252
"17",36000001,36500000,0.452302,0.953386
"17",36500001,37000000,0.51851,0.997063
"17",37000001,37500000,0.480064,0.998188
"17",37500001,38000000,0.477372,0.999303
"17",38000001,38500000,0.486606,0.99854
"17",38500001,39000000,0.447434,0.999592
"17",39000001,39500000,0.407248,0.986283
"17",39500001,40000000,0.50511,0.999389
"17",40000001,40500000,0.497962,0.997849
"17",40500001,41000000,0.484088,0.997679
"17",41000001,41500000,0.468704,0.997058
"17",41500001,42000000,0.48494,0.998251
"17",42000001,42500000,0.517634,0.995351
"17",42500001,43000000,0.467896,0.998962
"17",43000001,43500000,0.513106,0.998062
"17",43500001,44000000,0.486374,0.964109
"17",44000001,44500000,0.438098,0.895283
"17",44500001,45000000,0.436982,0.787551
"17",45000001,45500000,0.429276,0.989151
"17",45500001,46000000,0.463334,0.99823
"17",46000001,46500000,0.433906,0.999743
"17",46500001,47000000,0.474278,0.999501
"17",47000001,47500000,0.465192,0.998231
"17",47500001,48000000,0.482964,0.999104
"17",48000001,48500000,0.511448,0.999821
"17",48500001,49000000,0.500728,0.999412
"17",49000001,49500000,0.427164,0.997854
"17",49500001,50000000,0.415182,0.995301
"17",50000001,50500000,0.376986,0.992849
"17",50500001,51000000,0.36747,0.995537
"17",51000001,51500000,0.352468,0.996938
"17",51500001,52000000,0.361314,0.993677
"17",52000001,52500000,0.368634,0.997939
"17",52500001,53000000,0.377698,0.997401
"17",53000001,53500000,0.396172,0.998459
"17",53500001,54000000,0.401922,0.990446
"17",54000001,54500000,0.396722,0.989135
"17",54500001,55000000,0.435962,0.999594
"17",55000001,55500000,0.449494,0.999568
"17",55500001,56000000,0.478226,0.999858
"17",56000001,56500000,0.457792,0.997966
"17",56500001,57000000,0.42656,0.998219
"17",57000001,57500000,0.424472,0.997452
"17",57500001,58000000,0.414216,0.998557
"17",58000001,58500000,0.42968,0.985771
"17",58500001,59000000,0.405658,0.991637
"17",59000001,59500000,0.41513,0.991789
"17",59500001,60000000,0.390426,0.998569
"17",60000001,60500000,0.41633,0.980041
"17",60500001,61000000,0.451462,0.992812
"17",61000001,61500000,0.379424,0.999749
"17",61500001,62000000,0.481614,0.993567
"17",62500001,63000000,0.439218,0.970026
"17",63000001,63500000,0.44728,0.999232
"17",63500001,64000000,0.409688,0.999574
"17",64000001,64500000,0.408704,0.998855
"17",64500001,65000000,0.462712,0.989364
"17",65000001,65500000,0.433976,0.998271
"17",65500001,66000000,0.43595,0.997937
"17",66000001,66500000,0.453584,0.995502
"17",66500001,67000000,0.40265,0.990406
"17",67000001,67500000,0.376878,0.995946
"17",67500001,68000000,0.38594,0.991106
"17",68000001,68500000,0.375234,0.987973
"17",68500001,69000000,0.369086,0.988669
"17",69000001,69500000,0.376062,0.996021
"17",69500001,70000000,0.386288,0.997914
"17",70000001,70500000,0.450314,0.999672
"17",70500001,71000000,0.464842,0.998719
"17",71000001,71500000,0.489944,0.999434
"17",71500001,72000000,0.49346,0.998312
"17",72000001,72500000,0.51336,0.999844
"17",72500001,73000000,0.516312,0.999697
"17",73000001,73500000,0.491318,0.997645
"17",73500001,74000000,0.533206,0.999289
"17",74000001,74500000,0.507312,0.999625
"17",74500001,75000000,0.501826,0.998371
"17",75000001,75500000,0.512,0.999307
"17",75500001,76000000,0.487604,0.996872
"17",76000001,76500000,0.518936,0.999036
"17",76500001,77000000,0.498284,0.999689
"17",77000001,77500000,0.54514,0.969025
"17",78000001,78500000,0.522142,0.997671
"17",78500001,79000000,0.498658,0.996674
"17",79000001,79500000,0.59365,0.999213
"17",80000001,80500000,0.55126,0.99712
"17",80500001,81000000,0.521376,0.993419
"17",81000001,81500000,0.534194,0.808451
"18",500001,1000000,0.424806,0.984224
"18",1000001,1500000,0.369284,0.996848
"18",1500001,2000000,0.362284,0.988782
"18",2000001,2500000,0.379332,0.991786
"18",2500001,3000000,0.40179,0.997359
"18",3000001,3500000,0.41853,0.999635
"18",3500001,4000000,0.414206,0.995109
"18",4000001,4500000,0.376408,0.994689
"18",4500001,5000000,0.376244,0.995102
"18",5000001,5500000,0.390376,0.991217
"18",5500001,6000000,0.407364,0.992009
"18",6000001,6500000,0.39419,0.99426
"18",6500001,7000000,0.403404,0.998797
"18",7000001,7500000,0.435144,0.993433
"18",7500001,8000000,0.40047,0.990609
"18",8000001,8500000,0.413482,0.992347
"18",8500001,9000000,0.439298,0.995332
"18",9000001,9500000,0.399968,0.995913
"18",9500001,10000000,0.421542,0.998507
"18",10000001,10500000,0.441352,0.99921
"18",10500001,11000000,0.411458,0.994264
"18",11000001,11500000,0.401694,0.997873
"18",11500001,12000000,0.446318,0.982545
"18",12000001,12500000,0.450044,0.989171
"18",12500001,13000000,0.424072,0.998642
"18",13000001,13500000,0.446456,0.99854
"18",13500001,14000000,0.430918,0.989536
"18",14000001,14500000,0.42241,0.981472
"18",14500001,15000000,0.394002,0.964998
"18",19000001,19500000,0.408796,0.996333
"18",19500001,20000000,0.43415,0.999136
"18",20000001,20500000,0.390298,0.986996
"18",20500001,21000000,0.443426,0.998916
